YEAR,DOY,HR,kP
2017,149,3,3
2017,149,4,3
2017,149,5,3
2017,149,6,7
2017,149,7,7
2017,149,8,7
2017,149,9,17
2017,149,10,17
2017,149,11,17
2017,149,12,40
2017,149,13,40
2017,149,14,40
2017,149,15,33
2017,149,16,33
2017,149,17,33
2017,149,18,23
2017,149,19,23
2017,149,20,23
2017,149,21,7
2017,149,22,7
2017,149,23,7
2017,150,0,20
2017,150,1,20
2017,150,2,20
2017,150,3,33
2017,150,4,33
2017,150,5,33
2017,150,6,10
2017,150,7,10
2017,150,8,10
2017,150,9,7
2017,150,10,7
2017,150,11,7
2017,150,12,3
2017,150,13,3
2017,150,14,3
2017,150,15,7
2017,150,16,7
2017,150,17,7
2017,150,18,3
2017,150,19,3
2017,150,20,3
2017,150,21,7
2017,150,22,7
2017,150,23,7
2017,151,0,0
2017,151,1,0
2017,151,2,0
2017,151,3,13
2017,151,4,13
2017,151,5,13
2017,151,6,3
2017,151,7,3
2017,151,8,3
2017,151,9,3
2017,151,10,3
2017,151,11,3
2017,151,12,13
2017,151,13,13
2017,151,14,13
2017,151,15,10
2017,151,16,10
2017,151,17,10
2017,151,18,7
2017,151,19,7
2017,151,20,7
2017,151,21,17
2017,151,22,17
2017,151,23,17
2017,152,0,3
2017,152,1,3
2017,152,2,3
2017,152,3,7
2017,152,4,7
2017,152,5,7
2017,152,6,7
2017,152,7,7
2017,152,8,7
2017,152,9,3
2017,152,10,3
2017,152,11,3
2017,152,12,13
2017,152,13,13
2017,152,14,13
2017,152,15,27
2017,152,16,27
2017,152,17,27
2017,152,18,23
2017,152,19,23
2017,152,20,23
2017,152,21,27
2017,152,22,27
2017,152,23,27
2017,153,0,17
2017,153,1,17
2017,153,2,17
2017,153,3,13
2017,153,4,13
2017,153,5,13
2017,153,6,7
2017,153,7,7
2017,153,8,7
2017,153,9,10
2017,153,10,10
2017,153,11,10
2017,153,12,10
2017,153,13,10
2017,153,14,10
2017,153,15,7
2017,153,16,7
2017,153,17,7
2017,153,18,10
2017,153,19,10
2017,153,20,10
2017,153,21,10
2017,153,22,10
2017,153,23,10
2017,154,0,3
2017,154,1,3
2017,154,2,3
2017,154,3,3
2017,154,4,3
2017,154,5,3
2017,154,6,17
2017,154,7,17
2017,154,8,17
2017,154,9,20
2017,154,10,20
2017,154,11,20
2017,154,12,33
2017,154,13,33
2017,154,14,33
2017,154,15,37
2017,154,16,37
2017,154,17,37
2017,154,18,17
2017,154,19,17
2017,154,20,17
2017,154,21,10
2017,154,22,10
2017,154,23,10
2017,155,0,7
2017,155,1,7
2017,155,2,7
2017,155,3,7
2017,155,4,7
2017,155,5,7
2017,155,6,3
2017,155,7,3
2017,155,8,3
2017,155,9,3
2017,155,10,3
2017,155,11,3
2017,155,12,3
2017,155,13,3
2017,155,14,3
2017,155,15,0
2017,155,16,0
2017,155,17,0
2017,155,18,3
2017,155,19,3
2017,155,20,3
2017,155,21,3
2017,155,22,3
2017,155,23,3
2017,156,0,7
2017,156,1,7
2017,156,2,7
2017,156,3,10
2017,156,4,10
2017,156,5,10
2017,156,6,3
2017,156,7,3
2017,156,8,3
2017,156,9,10
2017,156,10,10
2017,156,11,10
2017,156,12,27
2017,156,13,27
2017,156,14,27
2017,156,15,13
2017,156,16,13
2017,156,17,13
2017,156,18,10
2017,156,19,10
2017,156,20,10
2017,156,21,13
2017,156,22,13
2017,156,23,13
2017,157,0,20
2017,157,1,20
2017,157,2,20
2017,157,3,20
2017,157,4,20
2017,157,5,20
2017,157,6,10
2017,157,7,10
2017,157,8,10
2017,157,9,7
2017,157,10,7
2017,157,11,7
2017,157,12,10
2017,157,13,10
2017,157,14,10
2017,157,15,7
2017,157,16,7
2017,157,17,7
2017,157,18,3
2017,157,19,3
2017,157,20,3
2017,157,21,7
2017,157,22,7
2017,157,23,7
2017,158,0,7
2017,158,1,7
2017,158,2,7
2017,158,3,17
2017,158,4,17
2017,158,5,17
2017,158,6,17
2017,158,7,17
2017,158,8,17
2017,158,9,7
2017,158,10,7
2017,158,11,7
2017,158,12,10
2017,158,13,10
2017,158,14,10
2017,158,15,10
2017,158,16,10
2017,158,17,10
2017,158,18,3
2017,158,19,3
2017,158,20,3
2017,158,21,13
2017,158,22,13
2017,158,23,13
2017,159,0,10
2017,159,1,10
2017,159,2,10
2017,159,3,7
2017,159,4,7
2017,159,5,7
2017,159,6,3
2017,159,7,3
2017,159,8,3
2017,159,9,3
2017,159,10,3
2017,159,11,3
2017,159,12,13
2017,159,13,13
2017,159,14,13
2017,159,15,7
2017,159,16,7
2017,159,17,7
2017,159,18,3
2017,159,19,3
2017,159,20,3
2017,159,21,10
2017,159,22,10
2017,159,23,10
2017,160,0,23
2017,160,1,23
2017,160,2,23
2017,160,3,10
2017,160,4,10
2017,160,5,10
2017,160,6,0
2017,160,7,0
2017,160,8,0
2017,160,9,3
2017,160,10,3
2017,160,11,3
2017,160,12,7
2017,160,13,7
2017,160,14,7
2017,160,15,7
2017,160,16,7
2017,160,17,7
2017,160,18,7
2017,160,19,7
2017,160,20,7
2017,160,21,3
2017,160,22,3
2017,160,23,3
2017,161,0,13
2017,161,1,13
2017,161,2,13
2017,161,3,10
2017,161,4,10
2017,161,5,10
2017,161,6,3
2017,161,7,3
2017,161,8,3
2017,161,9,7
2017,161,10,7
2017,161,11,7
2017,161,12,3
2017,161,13,3
2017,161,14,3
2017,161,15,3
2017,161,16,3
2017,161,17,3
2017,161,18,7
2017,161,19,7
2017,161,20,7
2017,161,21,7
2017,161,22,7
2017,161,23,7
2017,162,0,3
2017,162,1,3
2017,162,2,3
2017,162,3,20
2017,162,4,20
2017,162,5,20
2017,162,6,23
2017,162,7,23
2017,162,8,23
2017,162,9,13
2017,162,10,13
2017,162,11,13
2017,162,12,30
2017,162,13,30
2017,162,14,30
2017,162,15,50
2017,162,16,50
2017,162,17,50
2017,162,18,37
2017,162,19,37
2017,162,20,37
2017,162,21,27
2017,162,22,27
2017,162,23,27
2017,163,0,13
2017,163,1,13
2017,163,2,13
2017,163,3,13
2017,163,4,13
2017,163,5,13
2017,163,6,10
2017,163,7,10
2017,163,8,10
2017,163,9,7
2017,163,10,7
2017,163,11,7
2017,163,12,23
2017,163,13,23
2017,163,14,23
2017,163,15,20
2017,163,16,20
2017,163,17,20
2017,163,18,23
2017,163,19,23
2017,163,20,23
2017,163,21,23
2017,163,22,23
2017,163,23,23
2017,164,0,27
2017,164,1,27
2017,164,2,27
2017,164,3,17
2017,164,4,17
2017,164,5,17
2017,164,6,10
2017,164,7,10
2017,164,8,10
2017,164,9,23
2017,164,10,23
2017,164,11,23
2017,164,12,13
2017,164,13,13
2017,164,14,13
2017,164,15,20
2017,164,16,20
2017,164,17,20
2017,164,18,10
2017,164,19,10
2017,164,20,10
2017,164,21,3
2017,164,22,3
2017,164,23,3
2017,165,0,0
2017,165,1,0
2017,165,2,0
2017,165,3,7
2017,165,4,7
2017,165,5,7
2017,165,6,13
2017,165,7,13
2017,165,8,13
2017,165,9,23
2017,165,10,23
2017,165,11,23
2017,165,12,20
2017,165,13,20
2017,165,14,20
2017,165,15,20
2017,165,16,20
2017,165,17,20
2017,165,18,10
2017,165,19,10
2017,165,20,10
2017,165,21,7
2017,165,22,7
2017,165,23,7
2017,166,0,17
2017,166,1,17
2017,166,2,17
2017,166,3,10
2017,166,4,10
2017,166,5,10
2017,166,6,3
2017,166,7,3
2017,166,8,3
2017,166,9,10
2017,166,10,10
2017,166,11,10
2017,166,12,7
2017,166,13,7
2017,166,14,7
2017,166,15,3
2017,166,16,3
2017,166,17,3
2017,166,18,10
2017,166,19,10
2017,166,20,10
2017,166,21,3
2017,166,22,3
2017,166,23,3
2017,167,0,10
2017,167,1,10
2017,167,2,10
2017,167,3,20
2017,167,4,20
2017,167,5,20
2017,167,6,40
2017,167,7,40
2017,167,8,40
2017,167,9,37
2017,167,10,37
2017,167,11,37
2017,167,12,47
2017,167,13,47
2017,167,14,47
2017,167,15,37
2017,167,16,37
2017,167,17,37
2017,167,18,33
2017,167,19,33
2017,167,20,33
2017,167,21,50
2017,167,22,50
2017,167,23,50
2017,168,0,37
2017,168,1,37
2017,168,2,37
2017,168,3,37
2017,168,4,37
2017,168,5,37
2017,168,6,13
2017,168,7,13
2017,168,8,13
2017,168,9,20
2017,168,10,20
2017,168,11,20
2017,168,12,20
2017,168,13,20
2017,168,14,20
2017,168,15,20
2017,168,16,20
2017,168,17,20
2017,168,18,40
2017,168,19,40
2017,168,20,40
2017,168,21,33
2017,168,22,33
2017,168,23,33
2017,169,0,33
2017,169,1,33
2017,169,2,33
2017,169,3,30
2017,169,4,30
2017,169,5,30
2017,169,6,20
2017,169,7,20
2017,169,8,20
2017,169,9,20
2017,169,10,20
2017,169,11,20
2017,169,12,23
2017,169,13,23
2017,169,14,23
2017,169,15,17
2017,169,16,17
2017,169,17,17
2017,169,18,23
2017,169,19,23
2017,169,20,23
2017,169,21,20
2017,169,22,20
2017,169,23,20
2017,170,0,13
2017,170,1,13
2017,170,2,13
2017,170,3,20
2017,170,4,20
2017,170,5,20
2017,170,6,17
2017,170,7,17
2017,170,8,17
2017,170,9,17
2017,170,10,17
2017,170,11,17
2017,170,12,17
2017,170,13,17
2017,170,14,17
2017,170,15,3
2017,170,16,3
2017,170,17,3
2017,170,18,3
2017,170,19,3
2017,170,20,3
2017,170,21,3
2017,170,22,3
2017,170,23,3
2017,171,0,0
2017,171,1,0
2017,171,2,0
2017,171,3,7
2017,171,4,7
2017,171,5,7
2017,171,6,10
2017,171,7,10
2017,171,8,10
2017,171,9,3
2017,171,10,3
2017,171,11,3
2017,171,12,3
2017,171,13,3
2017,171,14,3
2017,171,15,10
2017,171,16,10
2017,171,17,10
2017,171,18,0
2017,171,19,0
2017,171,20,0
2017,171,21,0
2017,171,22,0
2017,171,23,0
2017,172,0,0
2017,172,1,0
2017,172,2,0
2017,172,3,3
2017,172,4,3
2017,172,5,3
2017,172,6,3
2017,172,7,3
2017,172,8,3
2017,172,9,3
2017,172,10,3
2017,172,11,3
2017,172,12,10
2017,172,13,10
2017,172,14,10
2017,172,15,10
2017,172,16,10
2017,172,17,10
2017,172,18,17
2017,172,19,17
2017,172,20,17
2017,172,21,17
2017,172,22,17
2017,172,23,17
2017,173,0,23
2017,173,1,23
2017,173,2,23
2017,173,3,10
2017,173,4,10
2017,173,5,10
2017,173,6,7
2017,173,7,7
2017,173,8,7
2017,173,9,3
2017,173,10,3
2017,173,11,3
2017,173,12,3
2017,173,13,3
2017,173,14,3
2017,173,15,3
2017,173,16,3
2017,173,17,3
2017,173,18,23
2017,173,19,23
2017,173,20,23
2017,173,21,10
2017,173,22,10
2017,173,23,10
2017,174,0,10
2017,174,1,10
2017,174,2,10
2017,174,3,3
2017,174,4,3
2017,174,5,3
2017,174,6,7
2017,174,7,7
2017,174,8,7
2017,174,9,10
2017,174,10,10
2017,174,11,10
2017,174,12,7
2017,174,13,7
2017,174,14,7
2017,174,15,7
2017,174,16,7
2017,174,17,7
2017,174,18,20
2017,174,19,20
2017,174,20,20
2017,174,21,23
2017,174,22,23
2017,174,23,23
2017,175,0,13
2017,175,1,13
2017,175,2,13
2017,175,3,13
2017,175,4,13
2017,175,5,13
2017,175,6,17
2017,175,7,17
2017,175,8,17
2017,175,9,27
2017,175,10,27
2017,175,11,27
2017,175,12,23
2017,175,13,23
2017,175,14,23
2017,175,15,20
2017,175,16,20
2017,175,17,20
2017,175,18,27
2017,175,19,27
2017,175,20,27
2017,175,21,27
2017,175,22,27
2017,175,23,27
2017,176,0,20
2017,176,1,20
2017,176,2,20
2017,176,3,20
2017,176,4,20
2017,176,5,20
2017,176,6,33
2017,176,7,33
2017,176,8,33
2017,176,9,23
2017,176,10,23
2017,176,11,23
2017,176,12,23
2017,176,13,23
2017,176,14,23
2017,176,15,20
2017,176,16,20
2017,176,17,20
2017,176,18,17
2017,176,19,17
2017,176,20,17
2017,176,21,20
2017,176,22,20
2017,176,23,20
2017,177,0,23
2017,177,1,23
2017,177,2,23
2017,177,3,17
2017,177,4,17
2017,177,5,17
2017,177,6,7
2017,177,7,7
2017,177,8,7
2017,177,9,20
2017,177,10,20
2017,177,11,20
2017,177,12,17
2017,177,13,17
2017,177,14,17
2017,177,15,17
2017,177,16,17
2017,177,17,17
2017,177,18,20
2017,177,19,20
2017,177,20,20
2017,177,21,13
2017,177,22,13
2017,177,23,13
2017,178,0,17
2017,178,1,17
2017,178,2,17
2017,178,3,13
2017,178,4,13
2017,178,5,13
2017,178,6,7
2017,178,7,7
2017,178,8,7
2017,178,9,10
2017,178,10,10
2017,178,11,10
2017,178,12,13
2017,178,13,13
2017,178,14,13
2017,178,15,10
2017,178,16,10
2017,178,17,10
2017,178,18,7
2017,178,19,7
2017,178,20,7
2017,178,21,7
2017,178,22,7
2017,178,23,7
2017,179,0,13
2017,179,1,13
2017,179,2,13
2017,179,3,17
2017,179,4,17
2017,179,5,17
2017,179,6,10
2017,179,7,10
2017,179,8,10
2017,179,9,13
2017,179,10,13
2017,179,11,13
2017,179,12,7
2017,179,13,7
2017,179,14,7
2017,179,15,3
2017,179,16,3
2017,179,17,3
2017,179,18,0
2017,179,19,0
2017,179,20,0
2017,179,21,3
2017,179,22,3
2017,179,23,3
2017,180,0,3
2017,180,1,3
2017,180,2,3
2017,180,3,17
2017,180,4,17
2017,180,5,17
2017,180,6,20
2017,180,7,20
2017,180,8,20
2017,180,9,17
2017,180,10,17
2017,180,11,17
2017,180,12,7
2017,180,13,7
2017,180,14,7
2017,180,15,7
2017,180,16,7
2017,180,17,7
2017,180,18,7
2017,180,19,7
2017,180,20,7
2017,180,21,7
2017,180,22,7
2017,180,23,7
2017,181,0,0
2017,181,1,0
2017,181,2,0
2017,181,3,3
2017,181,4,3
2017,181,5,3
2017,181,6,7
2017,181,7,7
2017,181,8,7
2017,181,9,7
2017,181,10,7
2017,181,11,7
2017,181,12,10
2017,181,13,10
2017,181,14,10
2017,181,15,7
2017,181,16,7
2017,181,17,7
2017,181,18,7
2017,181,19,7
2017,181,20,7
2017,181,21,17
2017,181,22,17
2017,181,23,17
2017,182,0,17
2017,182,1,17
2017,182,2,17
2017,182,3,33
2017,182,4,33
2017,182,5,33
2017,182,6,27
2017,182,7,27
2017,182,8,27
2017,182,9,17
2017,182,10,17
2017,182,11,17
2017,182,12,27
2017,182,13,27
2017,182,14,27
2017,182,15,30
2017,182,16,30
2017,182,17,30
2017,182,18,33
2017,182,19,33
2017,182,20,33
2017,182,21,20
2017,182,22,20
2017,182,23,20
2017,183,0,27
2017,183,1,27
2017,183,2,27
2017,183,3,27
2017,183,4,27
2017,183,5,27
2017,183,6,43
2017,183,7,43
2017,183,8,43
2017,183,9,43
2017,183,10,43
2017,183,11,43
2017,183,12,27
2017,183,13,27
2017,183,14,27
2017,183,15,17
2017,183,16,17
2017,183,17,17
2017,183,18,30
2017,183,19,30
2017,183,20,30
2017,183,21,33
2017,183,22,33
2017,183,23,33
2017,184,0,17
2017,184,1,17
2017,184,2,17
2017,184,3,20
2017,184,4,20
2017,184,5,20
2017,184,6,13
2017,184,7,13
2017,184,8,13
2017,184,9,13
2017,184,10,13
2017,184,11,13
2017,184,12,7
2017,184,13,7
2017,184,14,7
2017,184,15,10
2017,184,16,10
2017,184,17,10
2017,184,18,7
2017,184,19,7
2017,184,20,7
2017,184,21,17
2017,184,22,17
2017,184,23,17
2017,185,0,10
2017,185,1,10
2017,185,2,10
2017,185,3,13
2017,185,4,13
2017,185,5,13
2017,185,6,10
2017,185,7,10
2017,185,8,10
2017,185,9,3
2017,185,10,3
2017,185,11,3
2017,185,12,3
2017,185,13,3
2017,185,14,3
2017,185,15,3
2017,185,16,3
2017,185,17,3
2017,185,18,10
2017,185,19,10
2017,185,20,10
2017,185,21,17
2017,185,22,17
2017,185,23,17
2017,186,0,3
2017,186,1,3
2017,186,2,3
2017,186,3,3
2017,186,4,3
2017,186,5,3
2017,186,6,0
2017,186,7,0
2017,186,8,0
2017,186,9,3
2017,186,10,3
2017,186,11,3
2017,186,12,3
2017,186,13,3
2017,186,14,3
2017,186,15,0
2017,186,16,0
2017,186,17,0
2017,186,18,3
2017,186,19,3
2017,186,20,3
2017,186,21,7
2017,186,22,7
2017,186,23,7
2017,187,0,7
2017,187,1,7
2017,187,2,7
2017,187,3,7
2017,187,4,7
2017,187,5,7
2017,187,6,13
2017,187,7,13
2017,187,8,13
2017,187,9,10
2017,187,10,10
2017,187,11,10
2017,187,12,17
2017,187,13,17
2017,187,14,17
2017,187,15,17
2017,187,16,17
2017,187,17,17
2017,187,18,13
2017,187,19,13
2017,187,20,13
2017,187,21,30
2017,187,22,30
2017,187,23,30
2017,188,0,20
2017,188,1,20
2017,188,2,20
2017,188,3,13
2017,188,4,13
2017,188,5,13
2017,188,6,3
2017,188,7,3
2017,188,8,3
2017,188,9,3
2017,188,10,3
2017,188,11,3
2017,188,12,7
2017,188,13,7
2017,188,14,7
2017,188,15,10
2017,188,16,10
2017,188,17,10
2017,188,18,10
2017,188,19,10
2017,188,20,10
2017,188,21,13
2017,188,22,13
2017,188,23,13
2017,189,0,10
2017,189,1,10
2017,189,2,10
2017,189,3,3
2017,189,4,3
2017,189,5,3
2017,189,6,3
2017,189,7,3
2017,189,8,3
2017,189,9,7
2017,189,10,7
2017,189,11,7
2017,189,12,3
2017,189,13,3
2017,189,14,3
2017,189,15,3
2017,189,16,3
2017,189,17,3
2017,189,18,7
2017,189,19,7
2017,189,20,7
2017,189,21,3
2017,189,22,3
2017,189,23,3
2017,190,0,50
2017,190,1,50
2017,190,2,50
2017,190,3,30
2017,190,4,30
2017,190,5,30
2017,190,6,20
2017,190,7,20
2017,190,8,20
2017,190,9,53
2017,190,10,53
2017,190,11,53
2017,190,12,20
2017,190,13,20
2017,190,14,20
2017,190,15,30
2017,190,16,30
2017,190,17,30
2017,190,18,40
2017,190,19,40
2017,190,20,40
2017,190,21,33
2017,190,22,33
2017,190,23,33
2017,191,0,33
2017,191,1,33
2017,191,2,33
2017,191,3,37
2017,191,4,37
2017,191,5,37
2017,191,6,17
2017,191,7,17
2017,191,8,17
2017,191,9,10
2017,191,10,10
2017,191,11,10
2017,191,12,7
2017,191,13,7
2017,191,14,7
2017,191,15,10
2017,191,16,10
2017,191,17,10
2017,191,18,7
2017,191,19,7
2017,191,20,7
2017,191,21,17
2017,191,22,17
2017,191,23,17
2017,192,0,17
2017,192,1,17
2017,192,2,17
2017,192,3,23
2017,192,4,23
2017,192,5,23
2017,192,6,23
2017,192,7,23
2017,192,8,23
2017,192,9,13
2017,192,10,13
2017,192,11,13
2017,192,12,17
2017,192,13,17
2017,192,14,17
2017,192,15,20
2017,192,16,20
2017,192,17,20
2017,192,18,10
2017,192,19,10
2017,192,20,10
2017,192,21,13
2017,192,22,13
2017,192,23,13
2017,193,0,10
2017,193,1,10
2017,193,2,10
2017,193,3,7
2017,193,4,7
2017,193,5,7
2017,193,6,7
2017,193,7,7
2017,193,8,7
2017,193,9,7
2017,193,10,7
2017,193,11,7
2017,193,12,10
2017,193,13,10
2017,193,14,10
2017,193,15,13
2017,193,16,13
2017,193,17,13
2017,193,18,7
2017,193,19,7
2017,193,20,7
2017,193,21,7
2017,193,22,7
2017,193,23,7
2017,194,0,7
2017,194,1,7
2017,194,2,7
2017,194,3,7
2017,194,4,7
2017,194,5,7
2017,194,6,3
2017,194,7,3
2017,194,8,3
2017,194,9,3
2017,194,10,3
2017,194,11,3
2017,194,12,13
2017,194,13,13
2017,194,14,13
2017,194,15,7
2017,194,16,7
2017,194,17,7
2017,194,18,7
2017,194,19,7
2017,194,20,7
2017,194,21,10
2017,194,22,10
2017,194,23,10
2017,195,0,3
2017,195,1,3
2017,195,2,3
2017,195,3,3
2017,195,4,3
2017,195,5,3
2017,195,6,3
2017,195,7,3
2017,195,8,3
2017,195,9,3
2017,195,10,3
2017,195,11,3
2017,195,12,7
2017,195,13,7
2017,195,14,7
2017,195,15,7
2017,195,16,7
2017,195,17,7
2017,195,18,3
2017,195,19,3
2017,195,20,3
2017,195,21,3
2017,195,22,3
2017,195,23,3
2017,196,0,7
2017,196,1,7
2017,196,2,7
2017,196,3,10
2017,196,4,10
2017,196,5,10
2017,196,6,7
2017,196,7,7
2017,196,8,7
2017,196,9,3
2017,196,10,3
2017,196,11,3
2017,196,12,3
2017,196,13,3
2017,196,14,3
2017,196,15,7
2017,196,16,7
2017,196,17,7
2017,196,18,7
2017,196,19,7
2017,196,20,7
2017,196,21,10
2017,196,22,10
2017,196,23,10
2017,197,0,20
2017,197,1,20
2017,197,2,20
2017,197,3,10
2017,197,4,10
2017,197,5,10
2017,197,6,47
2017,197,7,47
2017,197,8,47
2017,197,9,53
2017,197,10,53
2017,197,11,53
2017,197,12,57
2017,197,13,57
2017,197,14,57
2017,197,15,53
2017,197,16,53
2017,197,17,53
2017,197,18,60
2017,197,19,60
2017,197,20,60
2017,197,21,47
2017,197,22,47
2017,197,23,47
2017,198,0,30
2017,198,1,30
2017,198,2,30
2017,198,3,43
2017,198,4,43
2017,198,5,43
2017,198,6,40
2017,198,7,40
2017,198,8,40
2017,198,9,40
2017,198,10,40
2017,198,11,40
2017,198,12,43
2017,198,13,43
2017,198,14,43
2017,198,15,57
2017,198,16,57
2017,198,17,57
2017,198,18,17
2017,198,19,17
2017,198,20,17
2017,198,21,17
2017,198,22,17
2017,198,23,17
2017,199,0,23
2017,199,1,23
2017,199,2,23
2017,199,3,30
2017,199,4,30
2017,199,5,30
2017,199,6,17
2017,199,7,17
2017,199,8,17
2017,199,9,10
2017,199,10,10
2017,199,11,10
2017,199,12,10
2017,199,13,10
2017,199,14,10
2017,199,15,7
2017,199,16,7
2017,199,17,7
2017,199,18,3
2017,199,19,3
2017,199,20,3
2017,199,21,13
2017,199,22,13
2017,199,23,13
2017,200,0,3
2017,200,1,3
2017,200,2,3
2017,200,3,7
2017,200,4,7
2017,200,5,7
2017,200,6,3
2017,200,7,3
2017,200,8,3
2017,200,9,7
2017,200,10,7
2017,200,11,7
2017,200,12,3
2017,200,13,3
2017,200,14,3
2017,200,15,10
2017,200,16,10
2017,200,17,10
2017,200,18,13
2017,200,19,13
2017,200,20,13
2017,200,21,7
2017,200,22,7
2017,200,23,7
2017,201,0,7
2017,201,1,7
2017,201,2,7
2017,201,3,7
2017,201,4,7
2017,201,5,7
2017,201,6,7
2017,201,7,7
2017,201,8,7
2017,201,9,7
2017,201,10,7
2017,201,11,7
2017,201,12,13
2017,201,13,13
2017,201,14,13
2017,201,15,20
2017,201,16,20
2017,201,17,20
2017,201,18,30
2017,201,19,30
2017,201,20,30
2017,201,21,27
2017,201,22,27
2017,201,23,27
2017,202,0,37
2017,202,1,37
2017,202,2,37
2017,202,3,33
2017,202,4,33
2017,202,5,33
2017,202,6,23
2017,202,7,23
2017,202,8,23
2017,202,9,13
2017,202,10,13
2017,202,11,13
2017,202,12,23
2017,202,13,23
2017,202,14,23
2017,202,15,33
2017,202,16,33
2017,202,17,33
2017,202,18,13
2017,202,19,13
2017,202,20,13
2017,202,21,30
2017,202,22,30
2017,202,23,30
2017,203,0,30
2017,203,1,30
2017,203,2,30
2017,203,3,23
2017,203,4,23
2017,203,5,23
2017,203,6,43
2017,203,7,43
2017,203,8,43
2017,203,9,43
2017,203,10,43
2017,203,11,43
2017,203,12,17
2017,203,13,17
2017,203,14,17
2017,203,15,23
2017,203,16,23
2017,203,17,23
2017,203,18,23
2017,203,19,23
2017,203,20,23
2017,203,21,23
2017,203,22,23
2017,203,23,23
2017,204,0,27
2017,204,1,27
2017,204,2,27
2017,204,3,20
2017,204,4,20
2017,204,5,20
2017,204,6,27
2017,204,7,27
2017,204,8,27
2017,204,9,27
2017,204,10,27
2017,204,11,27
2017,204,12,27
2017,204,13,27
2017,204,14,27
2017,204,15,23
2017,204,16,23
2017,204,17,23
2017,204,18,23
2017,204,19,23
2017,204,20,23
2017,204,21,40
2017,204,22,40
2017,204,23,40
2017,205,0,20
2017,205,1,20
2017,205,2,20
2017,205,3,27
2017,205,4,27
2017,205,5,27
2017,205,6,30
2017,205,7,30
2017,205,8,30
2017,205,9,17
2017,205,10,17
2017,205,11,17
2017,205,12,23
2017,205,13,23
2017,205,14,23
2017,205,15,23
2017,205,16,23
2017,205,17,23
2017,205,18,17
2017,205,19,17
2017,205,20,17
2017,205,21,33
2017,205,22,33
2017,205,23,33
2017,206,0,23
2017,206,1,23
2017,206,2,23
2017,206,3,13
2017,206,4,13
2017,206,5,13
2017,206,6,20
2017,206,7,20
2017,206,8,20
2017,206,9,23
2017,206,10,23
2017,206,11,23
2017,206,12,27
2017,206,13,27
2017,206,14,27
2017,206,15,20
2017,206,16,20
2017,206,17,20
2017,206,18,23
2017,206,19,23
2017,206,20,23
2017,206,21,30
2017,206,22,30
2017,206,23,30
2017,207,0,37
2017,207,1,37
2017,207,2,37
2017,207,3,23
2017,207,4,23
2017,207,5,23
2017,207,6,40
2017,207,7,40
2017,207,8,40
2017,207,9,13
2017,207,10,13
2017,207,11,13
2017,207,12,20
2017,207,13,20
2017,207,14,20
2017,207,15,13
2017,207,16,13
2017,207,17,13
2017,207,18,13
2017,207,19,13
2017,207,20,13
2017,207,21,0
2017,207,22,0
2017,207,23,0
2017,208,0,3
2017,208,1,3
2017,208,2,3
2017,208,3,10
2017,208,4,10
2017,208,5,10
2017,208,6,10
2017,208,7,10
2017,208,8,10
2017,208,9,7
2017,208,10,7
2017,208,11,7
2017,208,12,13
2017,208,13,13
2017,208,14,13
2017,208,15,27
2017,208,16,27
2017,208,17,27
2017,208,18,7
2017,208,19,7
2017,208,20,7
2017,208,21,23
2017,208,22,23
2017,208,23,23
2017,209,0,13
2017,209,1,13
2017,209,2,13
2017,209,3,10
2017,209,4,10
2017,209,5,10
2017,209,6,7
2017,209,7,7
2017,209,8,7
2017,209,9,13
2017,209,10,13
2017,209,11,13
2017,209,12,20
2017,209,13,20
2017,209,14,20
2017,209,15,27
2017,209,16,27
2017,209,17,27
2017,209,18,27
2017,209,19,27
2017,209,20,27
2017,209,21,17
2017,209,22,17
2017,209,23,17
2017,210,0,3
2017,210,1,3
2017,210,2,3
2017,210,3,10
2017,210,4,10
2017,210,5,10
2017,210,6,13
2017,210,7,13
2017,210,8,13
2017,210,9,10
2017,210,10,10
2017,210,11,10
2017,210,12,7
2017,210,13,7
2017,210,14,7
2017,210,15,10
2017,210,16,10
2017,210,17,10
2017,210,18,3
2017,210,19,3
2017,210,20,3
2017,210,21,7
2017,210,22,7
2017,210,23,7
2017,211,0,10
2017,211,1,10
2017,211,2,10
2017,211,3,10
2017,211,4,10
2017,211,5,10
2017,211,6,7
2017,211,7,7
2017,211,8,7
2017,211,9,7
2017,211,10,7
2017,211,11,7
2017,211,12,3
2017,211,13,3
2017,211,14,3
2017,211,15,7
2017,211,16,7
2017,211,17,7
2017,211,18,10
2017,211,19,10
2017,211,20,10
2017,211,21,0
2017,211,22,0
2017,211,23,0
2017,212,0,0
2017,212,1,0
2017,212,2,0
2017,212,3,10
2017,212,4,10
2017,212,5,10
2017,212,6,3
2017,212,7,3
2017,212,8,3
2017,212,9,7
2017,212,10,7
2017,212,11,7
2017,212,12,10
2017,212,13,10
2017,212,14,10
2017,212,15,3
2017,212,16,3
2017,212,17,3
2017,212,18,3
2017,212,19,3
2017,212,20,3
2017,212,21,7
2017,212,22,7
2017,212,23,7
2017,213,0,7
2017,213,1,7
2017,213,2,7
2017,213,3,7
2017,213,4,7
2017,213,5,7
2017,213,6,13
2017,213,7,13
2017,213,8,13
2017,213,9,17
2017,213,10,17
2017,213,11,17
2017,213,12,23
2017,213,13,23
2017,213,14,23
2017,213,15,10
2017,213,16,10
2017,213,17,10
2017,213,18,3
2017,213,19,3
