YEAR,DOY,HR,kP
2016,21,18,40
2016,21,19,40
2016,21,20,40
2016,21,21,47
2016,21,22,47
2016,21,23,47
2016,22,0,33
2016,22,1,33
2016,22,2,33
2016,22,3,33
2016,22,4,33
2016,22,5,33
2016,22,6,33
2016,22,7,33
2016,22,8,33
2016,22,9,30
2016,22,10,30
2016,22,11,30
2016,22,12,23
2016,22,13,23
2016,22,14,23
2016,22,15,17
2016,22,16,17
2016,22,17,17
2016,22,18,27
2016,22,19,27
2016,22,20,27
2016,22,21,23
2016,22,22,23
2016,22,23,23
2016,23,0,13
2016,23,1,13
2016,23,2,13
2016,23,3,33
2016,23,4,33
2016,23,5,33
2016,23,6,37
2016,23,7,37
2016,23,8,37
2016,23,9,20
2016,23,10,20
2016,23,11,20
2016,23,12,30
2016,23,13,30
2016,23,14,30
2016,23,15,27
2016,23,16,27
2016,23,17,27
2016,23,18,17
2016,23,19,17
2016,23,20,17
2016,23,21,13
2016,23,22,13
2016,23,23,13
2016,24,0,27
2016,24,1,27
2016,24,2,27
2016,24,3,23
2016,24,4,23
2016,24,5,23
2016,24,6,17
2016,24,7,17
2016,24,8,17
2016,24,9,10
2016,24,10,10
2016,24,11,10
2016,24,12,13
2016,24,13,13
2016,24,14,13
2016,24,15,23
2016,24,16,23
2016,24,17,23
2016,24,18,40
2016,24,19,40
2016,24,20,40
2016,24,21,10
2016,24,22,10
2016,24,23,10
2016,25,0,3
2016,25,1,3
2016,25,2,3
2016,25,3,3
2016,25,4,3
2016,25,5,3
2016,25,6,7
2016,25,7,7
2016,25,8,7
2016,25,9,3
2016,25,10,3
2016,25,11,3
2016,25,12,3
2016,25,13,3
2016,25,14,3
2016,25,15,3
2016,25,16,3
2016,25,17,3
2016,25,18,0
2016,25,19,0
2016,25,20,0
2016,25,21,0
2016,25,22,0
2016,25,23,0
2016,26,0,0
2016,26,1,0
2016,26,2,0
2016,26,3,0
2016,26,4,0
2016,26,5,0
2016,26,6,7
2016,26,7,7
2016,26,8,7
2016,26,9,10
2016,26,10,10
2016,26,11,10
2016,26,12,10
2016,26,13,10
2016,26,14,10
2016,26,15,13
2016,26,16,13
2016,26,17,13
2016,26,18,17
2016,26,19,17
2016,26,20,17
2016,26,21,10
2016,26,22,10
2016,26,23,10
2016,27,0,10
2016,27,1,10
2016,27,2,10
2016,27,3,20
2016,27,4,20
2016,27,5,20
2016,27,6,10
2016,27,7,10
2016,27,8,10
2016,27,9,13
2016,27,10,13
2016,27,11,13
2016,27,12,10
2016,27,13,10
2016,27,14,10
2016,27,15,7
2016,27,16,7
2016,27,17,7
2016,27,18,0
2016,27,19,0
2016,27,20,0
2016,27,21,3
2016,27,22,3
2016,27,23,3
2016,28,0,3
2016,28,1,3
2016,28,2,3
2016,28,3,0
2016,28,4,0
2016,28,5,0
2016,28,6,23
2016,28,7,23
2016,28,8,23
2016,28,9,23
2016,28,10,23
2016,28,11,23
2016,28,12,10
2016,28,13,10
2016,28,14,10
2016,28,15,10
2016,28,16,10
2016,28,17,10
2016,28,18,7
2016,28,19,7
2016,28,20,7
2016,28,21,7
2016,28,22,7
2016,28,23,7
2016,29,0,3
2016,29,1,3
2016,29,2,3
2016,29,3,7
2016,29,4,7
2016,29,5,7
2016,29,6,7
2016,29,7,7
2016,29,8,7
2016,29,9,7
2016,29,10,7
2016,29,11,7
2016,29,12,7
2016,29,13,7
2016,29,14,7
2016,29,15,7
2016,29,16,7
2016,29,17,7
2016,29,18,3
2016,29,19,3
2016,29,20,3
2016,29,21,7
2016,29,22,7
2016,29,23,7
2016,30,0,3
2016,30,1,3
2016,30,2,3
2016,30,3,0
2016,30,4,0
2016,30,5,0
2016,30,6,3
2016,30,7,3
2016,30,8,3
2016,30,9,3
2016,30,10,3
2016,30,11,3
2016,30,12,3
2016,30,13,3
2016,30,14,3
2016,30,15,7
2016,30,16,7
2016,30,17,7
2016,30,18,0
2016,30,19,0
2016,30,20,0
2016,30,21,7
2016,30,22,7
2016,30,23,7
2016,31,0,10
2016,31,1,10
2016,31,2,10
2016,31,3,17
2016,31,4,17
2016,31,5,17
2016,31,6,23
2016,31,7,23
2016,31,8,23
2016,31,9,23
2016,31,10,23
2016,31,11,23
2016,31,12,20
2016,31,13,20
2016,31,14,20
2016,31,15,20
2016,31,16,20
2016,31,17,20
2016,31,18,17
2016,31,19,17
2016,31,20,17
2016,31,21,37
2016,31,22,37
2016,31,23,37
2016,32,0,27
2016,32,1,27
2016,32,2,27
2016,32,3,37
2016,32,4,37
2016,32,5,37
2016,32,6,23
2016,32,7,23
2016,32,8,23
2016,32,9,23
2016,32,10,23
2016,32,11,23
2016,32,12,3
2016,32,13,3
2016,32,14,3
2016,32,15,3
2016,32,16,3
2016,32,17,3
2016,32,18,0
2016,32,19,0
2016,32,20,0
2016,32,21,0
2016,32,22,0
2016,32,23,0
2016,33,0,0
2016,33,1,0
2016,33,2,0
2016,33,3,0
2016,33,4,0
2016,33,5,0
2016,33,6,10
2016,33,7,10
2016,33,8,10
2016,33,9,7
2016,33,10,7
2016,33,11,7
2016,33,12,13
2016,33,13,13
2016,33,14,13
2016,33,15,20
2016,33,16,20
2016,33,17,20
2016,33,18,20
2016,33,19,20
2016,33,20,20
2016,33,21,27
2016,33,22,27
2016,33,23,27
2016,34,0,40
2016,34,1,40
2016,34,2,40
2016,34,3,47
2016,34,4,47
2016,34,5,47
2016,34,6,27
2016,34,7,27
2016,34,8,27
2016,34,9,10
2016,34,10,10
2016,34,11,10
2016,34,12,7
2016,34,13,7
2016,34,14,7
2016,34,15,10
2016,34,16,10
2016,34,17,10
2016,34,18,7
2016,34,19,7
2016,34,20,7
2016,34,21,3
2016,34,22,3
2016,34,23,3
2016,35,0,3
2016,35,1,3
2016,35,2,3
2016,35,3,3
2016,35,4,3
2016,35,5,3
2016,35,6,13
2016,35,7,13
2016,35,8,13
2016,35,9,17
2016,35,10,17
2016,35,11,17
2016,35,12,23
2016,35,13,23
2016,35,14,23
2016,35,15,17
2016,35,16,17
2016,35,17,17
2016,35,18,13
2016,35,19,13
2016,35,20,13
2016,35,21,7
2016,35,22,7
2016,35,23,7
2016,36,0,27
2016,36,1,27
2016,36,2,27
2016,36,3,33
2016,36,4,33
2016,36,5,33
2016,36,6,23
2016,36,7,23
2016,36,8,23
2016,36,9,23
2016,36,10,23
2016,36,11,23
2016,36,12,20
2016,36,13,20
2016,36,14,20
2016,36,15,20
2016,36,16,20
2016,36,17,20
2016,36,18,23
2016,36,19,23
2016,36,20,23
2016,36,21,20
2016,36,22,20
2016,36,23,20
2016,37,0,17
2016,37,1,17
2016,37,2,17
2016,37,3,23
2016,37,4,23
2016,37,5,23
2016,37,6,13
2016,37,7,13
2016,37,8,13
2016,37,9,13
2016,37,10,13
2016,37,11,13
2016,37,12,13
2016,37,13,13
2016,37,14,13
2016,37,15,17
2016,37,16,17
2016,37,17,17
2016,37,18,17
2016,37,19,17
2016,37,20,17
2016,37,21,23
2016,37,22,23
2016,37,23,23
2016,38,0,20
2016,38,1,20
2016,38,2,20
2016,38,3,3
2016,38,4,3
2016,38,5,3
2016,38,6,10
2016,38,7,10
2016,38,8,10
2016,38,9,13
2016,38,10,13
2016,38,11,13
2016,38,12,20
2016,38,13,20
2016,38,14,20
2016,38,15,37
2016,38,16,37
2016,38,17,37
2016,38,18,20
2016,38,19,20
2016,38,20,20
2016,38,21,20
2016,38,22,20
2016,38,23,20
2016,39,0,50
2016,39,1,50
2016,39,2,50
2016,39,3,43
2016,39,4,43
2016,39,5,43
2016,39,6,43
2016,39,7,43
2016,39,8,43
2016,39,9,17
2016,39,10,17
2016,39,11,17
2016,39,12,13
2016,39,13,13
2016,39,14,13
2016,39,15,10
2016,39,16,10
2016,39,17,10
2016,39,18,10
2016,39,19,10
2016,39,20,10
2016,39,21,3
2016,39,22,3
2016,39,23,3
2016,40,0,20
2016,40,1,20
2016,40,2,20
2016,40,3,10
2016,40,4,10
2016,40,5,10
2016,40,6,13
2016,40,7,13
2016,40,8,13
2016,40,9,30
2016,40,10,30
2016,40,11,30
2016,40,12,27
2016,40,13,27
2016,40,14,27
2016,40,15,13
2016,40,16,13
2016,40,17,13
2016,40,18,13
2016,40,19,13
2016,40,20,13
2016,40,21,27
2016,40,22,27
2016,40,23,27
2016,41,0,27
2016,41,1,27
2016,41,2,27
2016,41,3,13
2016,41,4,13
2016,41,5,13
2016,41,6,10
2016,41,7,10
2016,41,8,10
2016,41,9,7
2016,41,10,7
2016,41,11,7
2016,41,12,3
2016,41,13,3
2016,41,14,3
2016,41,15,3
2016,41,16,3
2016,41,17,3
2016,41,18,7
2016,41,19,7
2016,41,20,7
2016,41,21,10
2016,41,22,10
2016,41,23,10
2016,42,0,20
2016,42,1,20
2016,42,2,20
2016,42,3,20
2016,42,4,20
2016,42,5,20
2016,42,6,20
2016,42,7,20
2016,42,8,20
2016,42,9,13
2016,42,10,13
2016,42,11,13
2016,42,12,17
2016,42,13,17
2016,42,14,17
2016,42,15,23
2016,42,16,23
2016,42,17,23
2016,42,18,17
2016,42,19,17
2016,42,20,17
2016,42,21,33
2016,42,22,33
2016,42,23,33
2016,43,0,33
2016,43,1,33
2016,43,2,33
2016,43,3,23
2016,43,4,23
2016,43,5,23
2016,43,6,20
2016,43,7,20
2016,43,8,20
2016,43,9,37
2016,43,10,37
2016,43,11,37
2016,43,12,30
2016,43,13,30
2016,43,14,30
2016,43,15,23
2016,43,16,23
2016,43,17,23
2016,43,18,20
2016,43,19,20
2016,43,20,20
2016,43,21,20
2016,43,22,20
2016,43,23,20
2016,44,0,20
2016,44,1,20
2016,44,2,20
2016,44,3,27
2016,44,4,27
2016,44,5,27
2016,44,6,30
2016,44,7,30
2016,44,8,30
2016,44,9,17
2016,44,10,17
2016,44,11,17
2016,44,12,10
2016,44,13,10
2016,44,14,10
2016,44,15,10
2016,44,16,10
2016,44,17,10
2016,44,18,7
2016,44,19,7
2016,44,20,7
2016,44,21,7
2016,44,22,7
2016,44,23,7
2016,45,0,23
2016,45,1,23
2016,45,2,23
2016,45,3,27
2016,45,4,27
2016,45,5,27
2016,45,6,20
2016,45,7,20
2016,45,8,20
2016,45,9,23
2016,45,10,23
2016,45,11,23
2016,45,12,23
2016,45,13,23
2016,45,14,23
2016,45,15,30
2016,45,16,30
2016,45,17,30
2016,45,18,17
2016,45,19,17
2016,45,20,17
2016,45,21,10
2016,45,22,10
2016,45,23,10
2016,46,0,23
2016,46,1,23
2016,46,2,23
2016,46,3,23
2016,46,4,23
2016,46,5,23
2016,46,6,30
2016,46,7,30
2016,46,8,30
2016,46,9,17
2016,46,10,17
2016,46,11,17
2016,46,12,17
2016,46,13,17
2016,46,14,17
2016,46,15,10
2016,46,16,10
2016,46,17,10
2016,46,18,10
2016,46,19,10
2016,46,20,10
2016,46,21,43
2016,46,22,43
2016,46,23,43
2016,47,0,40
2016,47,1,40
2016,47,2,40
2016,47,3,27
2016,47,4,27
2016,47,5,27
2016,47,6,33
2016,47,7,33
2016,47,8,33
2016,47,9,47
2016,47,10,47
2016,47,11,47
2016,47,12,53
2016,47,13,53
2016,47,14,53
2016,47,15,50
2016,47,16,50
2016,47,17,50
2016,47,18,53
2016,47,19,53
2016,47,20,53
2016,47,21,47
2016,47,22,47
2016,47,23,47
2016,48,0,50
2016,48,1,50
2016,48,2,50
2016,48,3,33
2016,48,4,33
2016,48,5,33
2016,48,6,43
2016,48,7,43
2016,48,8,43
2016,48,9,30
2016,48,10,30
2016,48,11,30
2016,48,12,40
2016,48,13,40
2016,48,14,40
2016,48,15,37
2016,48,16,37
2016,48,17,37
2016,48,18,47
2016,48,19,47
2016,48,20,47
2016,48,21,57
2016,48,22,57
2016,48,23,57
2016,49,0,43
2016,49,1,43
2016,49,2,43
2016,49,3,50
2016,49,4,50
2016,49,5,50
2016,49,6,40
2016,49,7,40
2016,49,8,40
2016,49,9,43
2016,49,10,43
2016,49,11,43
2016,49,12,30
2016,49,13,30
2016,49,14,30
2016,49,15,33
2016,49,16,33
2016,49,17,33
2016,49,18,47
2016,49,19,47
2016,49,20,47
2016,49,21,33
2016,49,22,33
2016,49,23,33
2016,50,0,30
2016,50,1,30
2016,50,2,30
2016,50,3,33
2016,50,4,33
2016,50,5,33
2016,50,6,23
2016,50,7,23
2016,50,8,23
2016,50,9,33
2016,50,10,33
2016,50,11,33
2016,50,12,30
2016,50,13,30
2016,50,14,30
2016,50,15,37
2016,50,16,37
2016,50,17,37
2016,50,18,37
2016,50,19,37
2016,50,20,37
2016,50,21,20
2016,50,22,20
2016,50,23,20
2016,51,0,23
2016,51,1,23
2016,51,2,23
2016,51,3,20
2016,51,4,20
2016,51,5,20
2016,51,6,20
2016,51,7,20
2016,51,8,20
2016,51,9,7
2016,51,10,7
2016,51,11,7
2016,51,12,10
2016,51,13,10
2016,51,14,10
2016,51,15,7
2016,51,16,7
2016,51,17,7
2016,51,18,3
2016,51,19,3
2016,51,20,3
2016,51,21,3
2016,51,22,3
2016,51,23,3
2016,52,0,10
2016,52,1,10
2016,52,2,10
2016,52,3,17
2016,52,4,17
2016,52,5,17
2016,52,6,7
2016,52,7,7
2016,52,8,7
2016,52,9,0
2016,52,10,0
2016,52,11,0
2016,52,12,7
2016,52,13,7
2016,52,14,7
2016,52,15,7
2016,52,16,7
2016,52,17,7
2016,52,18,17
2016,52,19,17
2016,52,20,17
2016,52,21,17
2016,52,22,17
2016,52,23,17
2016,53,0,0
2016,53,1,0
2016,53,2,0
2016,53,3,0
2016,53,4,0
2016,53,5,0
2016,53,6,0
2016,53,7,0
2016,53,8,0
2016,53,9,7
2016,53,10,7
2016,53,11,7
2016,53,12,10
2016,53,13,10
2016,53,14,10
2016,53,15,10
2016,53,16,10
2016,53,17,10
2016,53,18,7
2016,53,19,7
2016,53,20,7
2016,53,21,10
2016,53,22,10
2016,53,23,10
2016,54,0,23
2016,54,1,23
2016,54,2,23
2016,54,3,7
2016,54,4,7
2016,54,5,7
2016,54,6,3
2016,54,7,3
2016,54,8,3
2016,54,9,3
2016,54,10,3
2016,54,11,3
2016,54,12,7
2016,54,13,7
2016,54,14,7
2016,54,15,7
2016,54,16,7
2016,54,17,7
2016,54,18,17
2016,54,19,17
2016,54,20,17
2016,54,21,30
2016,54,22,30
2016,54,23,30
2016,55,0,27
2016,55,1,27
2016,55,2,27
2016,55,3,17
2016,55,4,17
2016,55,5,17
2016,55,6,13
2016,55,7,13
2016,55,8,13
2016,55,9,10
2016,55,10,10
2016,55,11,10
2016,55,12,23
2016,55,13,23
2016,55,14,23
2016,55,15,10
2016,55,16,10
2016,55,17,10
2016,55,18,13
2016,55,19,13
2016,55,20,13
2016,55,21,17
2016,55,22,17
2016,55,23,17
2016,56,0,17
2016,56,1,17
2016,56,2,17
2016,56,3,17
2016,56,4,17
2016,56,5,17
2016,56,6,17
2016,56,7,17
2016,56,8,17
2016,56,9,10
2016,56,10,10
2016,56,11,10
2016,56,12,10
2016,56,13,10
2016,56,14,10
2016,56,15,7
2016,56,16,7
2016,56,17,7
2016,56,18,7
2016,56,19,7
2016,56,20,7
2016,56,21,20
2016,56,22,20
2016,56,23,20
2016,57,0,37
2016,57,1,37
2016,57,2,37
2016,57,3,27
2016,57,4,27
2016,57,5,27
2016,57,6,17
2016,57,7,17
2016,57,8,17
2016,57,9,10
2016,57,10,10
2016,57,11,10
2016,57,12,13
2016,57,13,13
2016,57,14,13
2016,57,15,7
2016,57,16,7
2016,57,17,7
2016,57,18,10
2016,57,19,10
2016,57,20,10
2016,57,21,0
2016,57,22,0
2016,57,23,0
2016,58,0,0
2016,58,1,0
2016,58,2,0
2016,58,3,13
2016,58,4,13
2016,58,5,13
2016,58,6,13
2016,58,7,13
2016,58,8,13
2016,58,9,10
2016,58,10,10
2016,58,11,10
2016,58,12,3
2016,58,13,3
2016,58,14,3
2016,58,15,3
2016,58,16,3
2016,58,17,3
2016,58,18,7
2016,58,19,7
2016,58,20,7
2016,58,21,7
2016,58,22,7
2016,58,23,7
2016,59,0,10
2016,59,1,10
2016,59,2,10
2016,59,3,0
2016,59,4,0
2016,59,5,0
2016,59,6,13
2016,59,7,13
2016,59,8,13
2016,59,9,10
2016,59,10,10
2016,59,11,10
2016,59,12,10
2016,59,13,10
2016,59,14,10
2016,59,15,3
2016,59,16,3
2016,59,17,3
2016,59,18,3
2016,59,19,3
2016,59,20,3
2016,59,21,7
2016,59,22,7
2016,59,23,7
2016,60,0,20
2016,60,1,20
2016,60,2,20
2016,60,3,0
2016,60,4,0
2016,60,5,0
2016,60,6,7
2016,60,7,7
2016,60,8,7
2016,60,9,10
2016,60,10,10
2016,60,11,10
2016,60,12,10
2016,60,13,10
2016,60,14,10
2016,60,15,3
2016,60,16,3
2016,60,17,3
2016,60,18,3
2016,60,19,3
2016,60,20,3
2016,60,21,20
2016,60,22,20
2016,60,23,20
2016,61,0,30
2016,61,1,30
2016,61,2,30
2016,61,3,20
2016,61,4,20
2016,61,5,20
2016,61,6,17
2016,61,7,17
2016,61,8,17
2016,61,9,17
2016,61,10,17
2016,61,11,17
2016,61,12,20
2016,61,13,20
2016,61,14,20
2016,61,15,17
2016,61,16,17
2016,61,17,17
2016,61,18,10
2016,61,19,10
2016,61,20,10
2016,61,21,27
2016,61,22,27
2016,61,23,27
2016,62,0,23
2016,62,1,23
2016,62,2,23
2016,62,3,10
2016,62,4,10
2016,62,5,10
2016,62,6,7
2016,62,7,7
2016,62,8,7
2016,62,9,20
2016,62,10,20
2016,62,11,20
2016,62,12,23
2016,62,13,23
2016,62,14,23
2016,62,15,27
2016,62,16,27
2016,62,17,27
2016,62,18,10
2016,62,19,10
2016,62,20,10
2016,62,21,3
2016,62,22,3
2016,62,23,3
2016,63,0,17
2016,63,1,17
2016,63,2,17
2016,63,3,23
2016,63,4,23
2016,63,5,23
2016,63,6,20
2016,63,7,20
2016,63,8,20
2016,63,9,23
2016,63,10,23
2016,63,11,23
2016,63,12,20
2016,63,13,20
2016,63,14,20
2016,63,15,10
2016,63,16,10
2016,63,17,10
2016,63,18,3
2016,63,19,3
2016,63,20,3
2016,63,21,13
2016,63,22,13
2016,63,23,13
2016,64,0,27
2016,64,1,27
2016,64,2,27
2016,64,3,17
2016,64,4,17
2016,64,5,17
2016,64,6,0
2016,64,7,0
2016,64,8,0
2016,64,9,7
2016,64,10,7
2016,64,11,7
2016,64,12,3
2016,64,13,3
2016,64,14,3
2016,64,15,7
2016,64,16,7
2016,64,17,7
2016,64,18,3
2016,64,19,3
2016,64,20,3
2016,64,21,3
2016,64,22,3
2016,64,23,3
2016,65,0,0
2016,65,1,0
2016,65,2,0
2016,65,3,3
2016,65,4,3
2016,65,5,3
2016,65,6,13
2016,65,7,13
2016,65,8,13
2016,65,9,13
2016,65,10,13
2016,65,11,13
2016,65,12,20
2016,65,13,20
2016,65,14,20
2016,65,15,3
