YEAR,DOY,HR,Bt,Bx,By,Bz,SWPD,SWPS,Fp,Kp
2017,48,21,5.7,-2.2,3.0,-0.8,8.2,482.,3.92,40
2017,48,22,7.1,-3.0,4.2,-1.6,9.7,479.,4.46,40
2017,48,23,7.0,-2.6,-0.1,-6.3,9.3,479.,4.20,40
2017,49,0,7.8,-4.6,1.1,-6.1,8.8,476.,3.80,43
2017,49,1,7.5,-4.5,-0.6,-5.7,9.0,479.,3.95,43
2017,49,2,5.5,-3.8,-1.5,-3.5,9.0,484.,4.23,43
2017,49,3,5.8,-4.8,-1.3,-2.8,8.8,475.,3.91,43
2017,49,4,5.4,-3.0,-0.4,-2.9,7.6,485.,3.51,43
2017,49,5,4.2,-2.2,-2.9,-0.1,6.1,509.,3.11,43
2017,49,6,2.8,0.0,-1.4,1.3,6.3,525.,3.45,23
2017,49,7,4.3,-2.5,1.5,1.8,5.7,526.,3.18,23
2017,49,8,5.7,-5.4,-1.3,-1.1,6.2,515.,3.36,23
2017,49,9,3.9,-2.9,-0.0,0.6,7.2,525.,4.03,17
2017,49,10,4.9,-1.7,2.8,0.9,5.6,526.,3.14,17
2017,49,11,5.3,-4.1,2.9,-0.5,4.0,536.,2.33,17
2017,49,12,4.9,-4.0,2.6,-0.6,3.9,528.,2.19,13
2017,49,13,4.4,-4.0,0.8,0.9,3.8,524.,2.08,13
2017,49,14,4.7,-4.3,1.1,1.5,3.4,521.,1.88,13
2017,49,15,4.6,-3.9,1.7,1.4,3.9,512.,2.07,20
2017,49,16,5.5,-5.1,1.5,0.2,4.7,498.,2.37,20
2017,49,17,5.1,-3.0,0.5,0.9,5.7,517.,3.14,20
2017,49,18,9.1,-6.8,5.2,-1.7,4.5,513.,2.33,30
2017,49,19,8.0,-5.4,5.5,-1.0,6.1,524.,3.39,30
2017,49,20,7.3,0.7,5.2,4.3,7.5,545.,4.49,30
2017,49,21,7.8,-1.8,5.3,1.3,7.2,537.,4.30,33
2017,49,22,7.9,-3.9,2.3,-4.4,5.7,532.,3.43,33
2017,49,23,6.6,-2.6,4.7,0.0,5.3,534.,3.22,33
2017,50,0,6.1,-2.9,4.9,0.7,5.2,533.,3.15,30
2017,50,1,4.9,-1.6,-0.3,1.6,4.2,585.,3.01,30
2017,50,2,5.3,-2.3,3.1,0.4,3.7,585.,2.64,30
2017,50,3,5.1,-4.5,-1.2,-1.1,3.2,573.,2.11,33
2017,50,4,5.6,-5.2,-2.0,-0.1,3.3,586.,2.11,33
2017,50,5,5.7,-5.4,-0.9,-1.1,3.2,578.,2.03,33
2017,50,6,5.7,-5.4,-0.8,-1.4,3.5,566.,2.14,23
2017,50,7,5.9,-5.3,1.6,-0.8,3.3,562.,2.01,23
2017,50,8,5.5,-3.6,3.6,-0.8,3.9,552.,2.37,23
2017,50,9,5.2,2.4,3.6,1.0,3.6,579.,2.35,10
2017,50,10,4.8,0.5,4.4,0.6,3.7,557.,2.25,10
2017,50,11,5.1,3.2,3.1,1.2,3.6,570.,2.21,10
2017,50,12,4.3,0.7,3.6,-0.4,3.3,571.,2.06,13
2017,50,13,4.0,-0.6,1.6,-0.9,2.8,557.,1.68,13
2017,50,14,3.4,-0.5,2.0,-0.5,3.1,557.,1.84,13
2017,50,15,5.0,-4.5,1.1,-1.6,2.3,526.,1.22,27
2017,50,16,4.6,-3.4,2.0,-1.2,2.8,536.,1.58,27
2017,50,17,4.5,-1.9,2.7,-0.7,3.1,549.,1.89,27
2017,50,18,4.7,-4.2,-0.1,-1.1,3.2,529.,1.82,30
2017,50,19,3.2,-2.1,0.9,-1.1,3.9,551.,2.43,30
2017,50,20,3.1,-2.2,1.2,0.9,4.1,547.,2.51,30
2017,50,21,3.8,-2.1,2.9,0.7,3.7,540.,2.22,3
2017,50,22,3.5,-1.1,1.5,2.1,3.7,538.,2.18,3
2017,50,23,4.4,0.3,1.5,3.9,4.1,534.,2.34,3
2017,51,0,3.5,0.1,2.3,1.6,4.0,529.,2.27,3
2017,51,1,4.1,-2.9,0.5,1.3,3.8,520.,2.13,3
2017,51,2,5.1,0.4,3.5,-1.6,3.9,527.,2.24,3
2017,51,3,4.7,-1.8,1.4,-0.9,4.2,515.,2.28,33
2017,51,4,4.3,-3.4,0.6,-0.7,4.0,525.,2.24,33
2017,51,5,4.8,-3.6,-2.2,-1.2,3.4,523.,1.83,33
2017,51,6,4.8,-1.6,2.1,0.9,3.4,534.,1.94,17
2017,51,7,5.1,-3.9,-3.0,-0.8,2.7,536.,1.54,17
2017,51,8,5.1,-4.5,-2.4,-0.4,2.6,529.,1.42,17
2017,51,9,4.8,-4.5,-0.8,1.0,2.8,510.,1.37,17
2017,51,10,4.5,-4.3,0.6,0.9,3.1,500.,1.47,17
2017,51,11,4.8,-4.5,1.2,0.6,2.8,499.,1.32,17
2017,51,12,4.7,-4.2,1.2,-0.9,3.1,499.,1.47,20
2017,51,13,4.9,-3.9,1.3,-1.9,3.6,491.,1.66,20
2017,51,14,5.1,3.1,3.2,0.6,3.9,532.,2.22,20
2017,51,15,5.2,-1.2,2.5,-1.3,4.0,509.,2.13,27
2017,51,16,4.8,-2.9,1.2,-1.2,3.8,492.,1.95,27
2017,51,17,4.2,-3.6,0.2,-1.7,4.2,489.,2.09,27
2017,51,18,5.3,-3.4,0.8,-1.6,3.8,486.,1.92,30
2017,51,19,4.0,-2.6,-0.5,-1.2,4.4,486.,2.12,30
2017,51,20,4.5,-3.2,-2.3,0.1,4.8,478.,2.24,30
2017,51,21,5.1,-2.2,2.7,2.5,4.8,477.,2.30,13
2017,51,22,4.7,-3.4,2.1,0.4,5.1,462.,2.28,13
2017,51,23,4.4,-2.0,1.0,0.3,5.1,462.,2.27,13
2017,52,0,4.5,-2.8,2.1,0.7,5.5,447.,2.25,20
2017,52,1,4.2,-1.6,3.0,-0.1,5.3,447.,2.13,20
2017,52,2,4.4,-2.1,3.4,0.6,5.4,441.,2.06,20
2017,52,3,4.4,0.2,3.0,-2.4,4.8,446.,1.88,20
2017,52,4,4.5,-0.8,3.9,-0.3,4.3,442.,1.64,20
2017,52,5,4.5,-1.8,3.2,0.3,4.5,435.,1.67,20
2017,52,6,4.6,-0.1,3.9,-0.3,4.2,441.,1.60,7
2017,52,7,4.4,-1.8,3.3,-1.8,4.3,432.,1.55,7
2017,52,8,4.1,-2.1,2.1,2.2,4.4,430.,1.55,7
2017,52,9,4.1,-1.9,2.9,1.1,3.8,434.,1.36,3
2017,52,10,3.9,-3.0,1.5,1.6,2.5,414.,0.80,3
2017,52,11,3.8,-2.2,2.7,0.9,2.7,420.,0.88,3
2017,52,12,4.2,-2.1,3.4,-0.4,3.1,433.,1.08,3
2017,52,13,4.0,-0.9,3.7,-0.1,3.5,433.,1.20,3
2017,52,14,4.2,-2.6,3.1,0.2,3.5,421.,1.13,3
2017,52,15,4.8,-3.9,2.8,0.2,3.1,414.,0.98,7
2017,52,16,4.8,-1.8,3.0,2.7,6.1,420.,1.90,7
2017,52,17,5.8,1.4,2.5,4.9,6.4,436.,2.17,7
2017,52,18,6.3,1.4,2.7,5.4,7.1,437.,2.39,0
2017,52,19,5.6,-0.9,4.4,2.4,9.2,422.,3.00,0
2017,52,20,6.0,1.1,2.6,4.9,10.1,424.,3.36,0
2017,52,21,6.7,-2.6,4.9,0.5,10.6,418.,3.45,20
2017,52,22,6.1,-3.2,3.3,-3.6,10.1,412.,3.20,20
2017,52,23,6.1,-3.5,2.9,-3.8,9.5,413.,2.97,20
2017,53,0,5.7,-4.2,0.9,-3.0,10.0,412.,3.14,37
2017,53,1,5.4,-3.0,-3.2,-1.4,10.0,412.,3.11,37
2017,53,2,5.8,-2.0,-5.1,-0.8,8.4,415.,2.69,37
2017,53,3,6.2,-2.4,-2.0,-1.0,8.1,417.,2.64,30
2017,53,4,6.3,-3.9,1.0,-3.9,6.8,439.,2.63,30
2017,53,5,4.7,-3.3,1.8,-1.7,6.8,441.,2.61,30
2017,53,6,6.4,-3.2,2.4,-4.0,7.0,433.,2.49,23
2017,53,7,6.7,-4.2,4.0,-2.8,6.9,424.,2.33,23
2017,53,8,6.5,-3.6,4.1,-3.0,6.9,423.,2.30,23
2017,53,9,6.1,-3.4,3.7,-3.1,7.0,409.,2.17,23
2017,53,10,6.0,-2.3,4.6,-2.8,7.9,398.,2.28,23
2017,53,11,6.7,-3.4,5.4,-1.3,8.6,396.,2.45,23
2017,53,12,6.8,-2.7,4.3,2.0,7.8,398.,2.25,10
2017,53,13,7.3,1.8,4.7,5.1,8.6,409.,2.53,10
2017,53,14,7.8,-4.1,6.1,-1.4,5.6,393.,1.55,10
2017,53,15,7.3,-5.9,3.5,-1.8,3.9,381.,1.06,17
2017,53,16,7.5,-6.7,2.0,-2.4,4.6,378.,1.22,17
2017,53,17,7.3,-6.7,2.4,0.6,5.0,375.,1.30,17
2017,53,18,6.6,-5.4,2.4,-2.7,7.4,396.,2.07,17
2017,53,19,7.3,-4.7,3.5,-4.1,7.0,396.,1.96,17
2017,53,20,7.5,-3.5,5.1,-3.7,8.5,403.,2.45,17
2017,53,21,6.1,-2.5,4.9,0.5,11.7,401.,3.38,7
2017,53,22,6.3,-4.0,3.7,1.1,10.4,388.,2.83,7
2017,53,23,7.0,-6.2,-0.1,-2.5,10.1,380.,2.67,7
2017,54,0,7.3,-6.0,-2.2,-3.3,9.5,374.,2.41,17
2017,54,1,6.5,-5.7,-0.8,-2.3,9.9,377.,2.57,17
2017,54,2,6.9,-6.5,0.6,-1.9,9.2,373.,2.38,17
2017,54,3,7.3,-6.4,2.1,-2.7,8.8,376.,2.34,23
2017,54,4,7.1,-6.1,0.8,-2.9,10.6,388.,3.01,23
2017,54,5,7.6,-5.5,-1.0,-1.8,11.9,405.,3.70,23
2017,54,6,7.0,-0.1,1.1,0.5,12.8,430.,4.46,20
2017,54,7,8.0,-2.2,7.0,0.8,13.4,436.,4.85,20
2017,54,8,7.6,-1.1,2.7,1.0,10.6,450.,4.19,20
2017,54,9,9.7,2.7,5.8,7.0,7.8,459.,3.15,17
2017,54,10,9.3,-4.4,5.1,2.0,8.5,444.,3.39,17
2017,54,11,8.9,-5.0,5.9,0.3,8.2,440.,3.23,17
2017,54,12,10.2,1.6,7.3,2.2,10.1,467.,4.22,23
2017,54,13,10.1,-2.0,7.3,1.7,10.9,469.,4.60,23
2017,54,14,10.0,1.2,5.2,3.0,12.6,499.,5.83,23
2017,54,15,9.1,-4.1,4.9,-4.3,8.0,518.,4.49,33
2017,54,16,10.9,-3.1,7.9,-5.5,8.3,519.,4.24,33
2017,54,17,9.8,-6.8,6.5,-1.0,8.1,518.,4.09,33
2017,54,18,10.5,-7.5,7.2,-1.1,7.1,520.,3.72,23
2017,54,19,9.3,-6.7,4.9,-0.5,7.2,524.,3.92,23
2017,54,20,10.1,-3.5,7.1,-0.9,6.7,576.,4.28,23
2017,54,21,10.5,0.2,9.5,0.1,7.4,597.,5.09,30
2017,54,22,10.2,-5.9,5.9,-2.5,8.4,568.,5.23,30
2017,54,23,10.2,-4.5,4.1,-5.5,8.0,578.,5.75,30
2017,55,0,10.0,-6.1,5.3,-0.5,8.0,578.,5.73,47
2017,55,1,10.1,-3.7,3.2,-3.7,7.4,599.,5.60,47
2017,55,2,11.0,-3.1,9.4,-1.5,6.1,595.,4.47,47
2017,55,3,9.9,-5.0,5.1,-1.2,7.1,580.,4.91,33
2017,55,4,7.8,-4.9,4.2,-1.7,4.8,596.,3.45,33
2017,55,5,4.8,-3.1,2.3,0.8,2.9,630.,2.31,33
2017,55,6,4.8,-3.8,0.5,1.4,2.9,620.,2.23,30
2017,55,7,4.7,-2.8,-0.3,1.9,3.2,630.,2.52,30
2017,55,8,4.8,-0.2,1.3,3.2,3.5,649.,2.93,30
2017,55,9,4.7,-3.3,-0.8,-1.4,3.3,619.,2.52,40
2017,55,10,4.7,-3.6,0.0,-0.1,3.2,617.,2.45,40
2017,55,11,5.1,-1.3,3.8,-0.8,3.0,627.,2.31,40
2017,55,12,5.1,-1.0,4.2,-1.2,3.0,624.,2.27,33
2017,55,13,4.5,-3.5,-0.1,-0.8,3.1,608.,2.32,33
2017,55,14,4.7,-2.5,1.9,1.3,3.4,616.,2.51,33
2017,55,15,4.3,-1.7,0.6,-0.5,3.0,619.,2.27,27
2017,55,16,4.7,-4.5,0.1,-0.1,2.7,582.,1.80,27
2017,55,17,4.5,-2.2,2.6,1.1,2.8,597.,1.94,27
2017,55,18,4.6,-3.7,1.7,1.0,2.7,574.,1.68,17
2017,55,19,4.4,-2.4,3.0,0.1,2.7,579.,1.78,17
2017,55,20,4.7,-3.7,1.6,1.0,2.6,562.,1.57,17
2017,55,21,4.1,-3.3,1.0,0.8,2.6,560.,1.61,27
2017,55,22,3.7,-1.7,-0.3,-2.5,2.8,570.,1.82,27
2017,55,23,3.7,-2.5,-0.8,-0.6,3.0,563.,1.89,27
2017,56,0,3.9,-2.1,-2.6,0.3,2.9,563.,1.80,27
2017,56,1,3.8,-2.9,-0.8,0.7,2.9,551.,1.71,27
2017,56,2,3.7,0.0,1.2,-2.0,2.7,570.,1.70,27
2017,56,3,3.3,0.5,1.4,-1.8,2.5,569.,1.59,27
2017,56,4,3.2,-0.9,1.0,-0.7,2.3,553.,1.39,27
2017,56,5,3.3,-0.5,2.6,-0.8,2.3,557.,1.40,27
2017,56,6,3.0,-2.5,1.1,-0.7,2.1,531.,1.17,17
2017,56,7,3.6,-3.4,0.5,-1.0,1.9,510.,0.98,17
2017,56,8,2.1,-1.2,0.5,-1.3,3.0,498.,1.45,17
2017,56,9,1.9,0.8,1.1,-0.3,3.4,503.,1.67,13
2017,56,10,2.7,2.0,1.7,-0.0,3.2,507.,1.61,13
2017,56,11,2.4,1.4,0.6,-0.6,3.6,500.,1.75,13
2017,56,12,3.4,0.6,2.5,-0.6,3.5,496.,1.68,7
2017,56,13,3.9,1.2,3.5,-0.5,3.5,500.,1.69,7
2017,56,14,4.2,1.4,3.6,0.1,3.7,497.,1.79,7
2017,56,15,3.7,0.1,3.3,0.5,4.0,485.,1.86,3
2017,56,16,4.5,1.8,3.8,-0.3,3.4,493.,1.64,3
2017,56,17,4.3,2.0,3.5,0.1,3.6,494.,1.77,3
2017,56,18,4.2,1.7,3.5,-0.3,3.4,493.,1.67,3
2017,56,19,4.3,2.3,3.3,-0.9,3.0,486.,1.42,3
2017,56,20,4.2,3.1,2.4,-0.9,2.8,488.,1.32,3
2017,56,21,3.4,1.0,2.8,-0.7,3.0,477.,1.38,17
2017,56,22,3.4,1.1,2.5,-1.2,2.8,479.,1.26,17
2017,56,23,3.2,0.0,2.8,-1.6,2.5,473.,1.09,17
2017,57,0,2.5,-0.8,1.9,-0.8,3.0,468.,1.30,7
2017,57,1,2.6,-1.5,1.8,0.1,2.8,458.,1.17,7
2017,57,2,3.0,-1.6,2.4,0.1,2.6,457.,1.09,7
2017,57,3,3.2,-2.6,1.6,-0.3,2.7,449.,1.09,10
2017,57,4,3.3,-2.6,1.8,0.8,2.5,445.,0.97,10
2017,57,5,3.1,0.6,1.8,1.3,2.9,442.,1.14,10
2017,57,6,3.1,-1.6,1.8,1.5,2.5,436.,0.95,0
2017,57,7,3.0,0.1,1.3,2.5,3.3,430.,1.18,0
2017,57,8,3.3,0.5,2.4,1.8,3.3,427.,1.15,0
2017,57,9,3.1,1.0,2.4,1.5,3.7,428.,1.30,3
2017,57,10,3.1,0.5,2.7,1.0,4.0,426.,1.36,3
2017,57,11,3.2,1.5,2.3,-1.5,4.1,431.,1.47,3
2017,57,12,2.7,-0.3,0.5,0.7,3.9,418.,1.30,7
2017,57,13,3.0,-1.9,1.2,1.8,3.8,405.,1.20,7
2017,57,14,3.2,-1.6,1.3,2.2,4.1,403.,1.27,7
2017,57,15,3.3,-1.8,2.2,1.6,4.3,398.,1.30,0
2017,57,16,3.2,-2.1,2.4,0.2,4.0,393.,1.20,0
2017,57,17,2.9,-1.5,1.9,-1.2,4.3,393.,1.30,0
2017,57,18,2.3,-0.7,2.1,-0.1,4.5,395.,1.37,0
2017,57,19,2.1,0.5,1.0,0.6,4.7,394.,1.41,0
2017,57,20,2.2,0.5,1.3,1.5,5.1,392.,1.50,0
2017,57,21,3.5,-0.7,0.6,3.3,5.3,392.,1.50,0
2017,57,22,4.1,-2.3,3.4,0.4,5.6,388.,1.65,0
2017,57,23,3.7,-1.8,3.1,0.3,5.8,385.,1.67,0
2017,58,0,3.1,-1.1,2.8,0.1,6.1,382.,1.72,7
2017,58,1,3.0,-1.8,1.5,-1.1,6.4,382.,1.81,7
2017,58,2,3.2,-2.2,1.2,-1.8,6.8,379.,1.89,7
2017,58,3,3.4,-2.5,1.8,-0.9,6.8,376.,1.80,17
2017,58,4,3.3,-3.0,-0.4,0.3,7.4,373.,1.90,17
2017,58,5,3.8,-2.8,-0.9,-2.0,7.3,372.,1.88,17
2017,58,6,3.9,-2.6,-1.9,-1.1,7.4,369.,1.86,10
2017,58,7,4.8,-4.0,0.2,-2.6,7.2,369.,1.82,10
2017,58,8,4.9,-4.2,-1.4,-2.1,8.2,363.,2.04,10
2017,58,9,4.6,-3.5,-2.4,-1.3,9.0,364.,2.22,13
2017,58,10,4.6,-3.7,-1.8,-1.8,9.1,362.,2.25,13
2017,58,11,6.1,-5.3,-1.0,-2.6,11.2,368.,2.85,13
2017,58,12,5.2,-1.8,2.2,0.3,13.9,360.,3.32,13
2017,58,13,4.8,3.0,2.5,2.6,16.9,362.,4.20,13
2017,58,14,4.1,1.5,2.5,1.2,16.8,357.,4.02,13
2017,58,15,4.9,-3.7,2.3,-1.6,16.0,348.,3.53,10
2017,58,16,3.8,-0.7,1.5,-1.2,16.4,352.,3.73,10
2017,58,17,4.2,2.8,-2.6,0.2,13.0,364.,3.20,10
2017,58,18,5.2,-2.4,-0.6,-2.6,11.9,370.,3.03,30
2017,58,19,6.2,-0.1,-4.5,-3.7,10.7,369.,2.68,30
2017,58,20,5.5,2.0,-4.2,-2.7,11.4,371.,2.88,30
2017,58,21,5.2,2.9,-4.1,-0.3,11.2,378.,2.91,27
2017,58,22,5.7,3.1,-4.6,-0.5,8.3,385.,2.27,27
2017,58,23,5.9,3.5,-3.9,-0.2,7.1,383.,1.95,27
2017,59,0,6.4,4.9,-3.5,-0.4,7.1,390.,2.02,27
2017,59,1,6.0,3.6,-4.2,-2.2,6.9,400.,2.09,27
2017,59,2,6.2,3.7,-4.8,-1.0,6.6,402.,2.00,27
2017,59,3,6.4,4.7,-4.0,1.1,6.3,407.,1.95,23
2017,59,4,6.6,5.3,-3.6,1.3,6.4,406.,1.97,23
2017,59,5,6.8,5.4,-3.8,1.5,7.3,401.,2.16,23
2017,59,6,6.8,5.6,-2.7,2.2,8.2,396.,2.38,17
2017,59,7,6.5,4.6,-4.1,1.3,8.7,394.,2.52,17
2017,59,8,7.3,5.3,-3.0,2.1,7.3,393.,2.12,17
2017,59,9,8.5,7.4,-1.2,3.4,2.9,411.,0.96,13
2017,59,10,7.6,5.0,-4.8,0.9,4.0,397.,1.22,13
2017,59,11,7.6,4.7,-5.4,0.8,3.0,401.,0.89,13
2017,59,12,6.9,5.4,-4.0,-0.0,3.0,395.,0.88,13
2017,59,13,6.7,4.4,-4.9,-0.3,3.9,389.,1.14,13
2017,59,14,6.8,4.7,-4.6,-0.1,3.5,385.,1.00,13
2017,59,15,6.7,5.3,-4.1,0.1,3.1,386.,0.90,7
2017,59,16,6.4,3.9,-4.4,-1.9,4.1,392.,1.21,7
2017,59,17,6.5,4.7,-3.9,-1.9,4.4,385.,1.29,7
2017,59,18,6.2,4.0,-3.1,-3.1,6.1,389.,1.79,23
2017,59,19,7.4,4.8,-4.7,-2.7,6.9,391.,1.99,23
2017,59,20,7.4,6.1,-3.5,-0.3,8.8,389.,2.54,23
2017,59,21,5.9,4.3,-2.2,-2.2,11.9,398.,3.70,27
2017,59,22,6.6,5.7,-2.2,1.2,13.0,405.,4.07,27
2017,59,23,6.2,4.2,1.2,2.8,14.0,409.,4.49,27
2017,60,0,5.7,4.2,1.9,0.3,15.3,402.,4.74,30
2017,60,1,7.7,7.4,-1.1,0.5,15.3,396.,4.65,30
2017,60,2,8.5,8.3,-1.5,-0.1,15.8,389.,4.70,30
2017,60,3,9.6,9.1,-1.5,1.8,15.5,385.,4.73,30
2017,60,4,9.5,9.2,-1.6,-0.6,15.0,390.,5.29,30
2017,60,5,9.1,8.1,-1.7,0.4,20.9,398.,7.12,30
2017,60,6,7.7,7.1,0.3,0.4,19.1,392.,6.16,33
2017,60,7,7.0,2.5,-1.2,2.6,21.8,410.,7.83,33
2017,60,8,8.3,1.3,-3.2,2.3,22.2,409.,8.19,33
2017,60,9,11.5,-1.5,-7.5,-4.5,20.7,425.,7.97,47
2017,60,10,11.2,-0.8,-7.6,-1.5,13.9,451.,6.48,47
2017,60,11,16.8,1.4,10.2,2.5,19.0,469.,8.60,47
2017,60,12,17.4,1.6,-13.4,-0.1,10.6,533.,6.98,47
2017,60,13,16.6,6.9,-11.8,5.4,11.2,528.,7.05,47
2017,60,14,14.6,7.5,-9.1,0.1,12.4,554.,7.47,47
2017,60,15,13.7,7.6,-10.2,-0.8,8.9,569.,6.20,43
2017,60,16,11.3,4.2,6.1,4.7,9.9,618.,7.58,43
2017,60,17,10.9,8.3,4.5,4.6,9.6,612.,6.85,43
2017,60,18,9.4,7.0,-4.1,-0.4,8.3,607.,5.84,53
2017,60,19,7.0,0.8,-4.6,-2.8,5.4,649.,4.42,53
2017,60,20,5.9,0.6,-2.6,-3.3,4.5,645.,3.59,53
2017,60,21,4.9,-0.0,-1.1,-3.3,3.2,672.,2.76,57
2017,60,22,4.6,2.1,-3.1,0.5,3.0,660.,2.52,57
2017,60,23,4.9,1.0,-3.3,-2.1,2.8,676.,2.44,57
2017,61,0,5.4,0.7,-4.1,-1.6,2.6,686.,2.36,53
2017,61,1,5.6,2.9,-3.9,-0.5,2.6,657.,2.17,53
2017,61,2,5.2,4.3,-0.4,0.7,2.4,652.,1.98,53
2017,61,3,5.5,3.3,-2.3,-0.2,2.4,682.,2.18,43
2017,61,4,5.2,2.2,-2.8,-1.6,2.8,690.,2.62,43
2017,61,5,5.6,2.6,-3.4,-1.4,2.9,682.,2.64,43
2017,61,6,5.9,3.9,-2.3,1.4,2.6,667.,2.31,40
2017,61,7,5.7,3.6,-2.1,0.2,2.6,667.,2.28,40
2017,61,8,5.6,3.5,1.1,2.3,2.8,665.,2.42,40
2017,61,9,5.8,1.7,-2.9,-0.9,3.0,694.,2.82,47
2017,61,10,5.9,0.7,-4.2,-2.4,3.1,706.,2.97,47
2017,61,11,5.2,1.9,-3.2,-1.2,3.0,698.,2.85,47
2017,61,12,4.2,2.2,-0.6,-1.3,3.2,704.,3.15,47
2017,61,13,4.5,0.8,-2.7,-1.6,3.0,714.,3.09,47
2017,61,14,4.6,3.4,-0.5,1.4,3.0,694.,2.90,47
2017,61,15,4.6,0.3,-3.4,0.8,2.9,714.,2.94,33
2017,61,16,4.3,0.8,-2.7,0.2,2.6,712.,2.67,33
2017,61,17,4.6,2.5,-2.4,0.9,2.7,700.,2.68,33
2017,61,18,4.6,3.4,-2.0,-1.4,2.7,685.,2.54,43
2017,61,19,4.8,1.2,-3.2,-1.8,2.9,704.,2.83,43
2017,61,20,4.6,3.2,-0.4,1.4,2.5,680.,2.29,43
2017,61,21,4.7,3.2,-1.0,1.5,2.3,665.,2.03,23
2017,61,22,4.9,4.2,0.2,0.9,2.2,653.,1.86,23
2017,61,23,5.6,3.6,-1.9,2.2,2.7,668.,2.36,23
2017,62,0,5.4,2.4,-1.9,-1.2,2.8,680.,2.51,33
2017,62,1,4.8,2.0,-3.1,1.2,2.5,695.,2.43,33
2017,62,2,4.6,2.9,-2.5,0.2,2.6,691.,2.55,33
2017,62,3,4.7,3.4,-1.4,1.0,2.6,688.,2.51,40
2017,62,4,4.8,3.2,0.6,-1.3,2.5,698.,2.52,40
2017,62,5,4.8,3.3,-2.0,-1.5,2.5,689.,2.46,40
2017,62,6,4.5,2.0,0.6,-2.1,2.6,704.,2.63,40
2017,62,7,4.7,1.7,-2.3,-2.5,2.5,705.,2.52,40
2017,62,8,4.7,1.7,-1.8,-1.6,2.5,697.,2.46,40
2017,62,9,5.1,2.1,-1.5,-3.6,2.3,705.,2.32,37
2017,62,10,4.9,3.4,-1.4,1.0,2.4,694.,2.39,37
2017,62,11,4.6,2.4,-0.5,0.8,2.4,706.,2.45,37
2017,62,12,5.3,2.4,-3.8,-0.3,2.4,698.,2.38,30
2017,62,13,5.1,2.9,-0.7,1.8,2.5,687.,2.43,30
2017,62,14,5.0,2.9,-2.9,-0.2,2.6,678.,2.47,30
2017,62,15,5.0,4.0,-1.6,-1.6,2.7,663.,2.43,40
2017,62,16,5.2,3.2,-1.7,-0.8,2.5,663.,2.22,40
2017,62,17,5.6,4.1,0.5,2.5,2.3,654.,1.98,40
2017,62,18,5.8,4.7,0.6,2.2,2.3,649.,1.93,20
2017,62,19,6.1,3.9,1.8,3.4,2.3,650.,1.91,20
2017,62,20,5.9,3.2,3.2,2.9,2.8,666.,2.43,20
2017,62,21,5.6,3.3,1.8,3.3,3.1,668.,2.69,10
2017,62,22,5.1,3.4,1.1,2.7,3.2,664.,2.76,10
2017,62,23,4.4,3.7,0.7,-0.1,3.1,659.,2.68,10
2017,63,0,3.9,1.4,-0.2,-1.5,2.9,682.,2.70,43
2017,63,1,4.2,1.9,-1.7,-1.3,3.0,674.,2.78,43
2017,63,2,4.3,2.3,-2.2,-0.3,3.0,668.,2.67,43
2017,63,3,4.8,0.1,0.5,-2.6,3.0,688.,2.78,40
2017,63,4,5.0,-0.1,-2.1,-3.7,3.2,695.,3.00,40
2017,63,5,4.8,1.2,-3.6,0.5,2.9,684.,2.72,40
2017,63,6,4.6,1.7,-1.9,2.1,2.8,679.,2.61,30
2017,63,7,4.7,2.6,-2.8,-0.9,2.4,683.,2.27,30
2017,63,8,4.3,3.2,-1.1,-0.1,2.5,681.,2.37,30
2017,63,9,4.4,2.7,-0.7,-1.7,2.5,680.,2.30,30
2017,63,10,4.5,2.5,-2.8,0.7,2.4,673.,2.16,30
2017,63,11,4.5,2.8,-1.7,0.0,2.1,667.,1.86,30
2017,63,12,3.9,3.0,1.4,-1.2,2.2,665.,1.98,27
2017,63,13,3.7,2.0,0.1,1.7,2.2,672.,2.00,27
2017,63,14,3.8,2.3,-1.6,0.5,2.1,656.,1.80,27
2017,63,15,4.1,1.4,-0.6,1.6,2.1,658.,1.78,30
2017,63,16,4.5,3.9,0.3,1.7,1.7,614.,1.24,30
2017,63,17,4.6,2.5,-2.7,0.8,1.8,625.,1.44,30
2017,63,18,4.7,3.8,-1.9,-0.6,1.9,605.,1.43,27
2017,63,19,4.5,2.5,-1.8,1.7,2.1,625.,1.73,27
2017,63,20,4.7,0.9,-3.9,0.6,2.3,640.,1.88,27
2017,63,21,4.6,3.6,-1.0,-0.0,2.4,607.,1.85,43
2017,63,22,4.4,3.8,-0.7,-0.3,2.4,606.,1.95,43
2017,63,23,4.5,3.3,-1.0,-1.5,2.5,608.,2.02,43
2017,64,0,4.4,3.1,1.6,-1.5,2.6,608.,2.09,27
2017,64,1,4.5,3.5,-0.6,0.7,2.5,601.,1.99,27
2017,64,2,4.7,3.9,-0.7,1.6,2.7,598.,2.12,27
2017,64,3,4.9,3.3,-0.5,2.1,2.9,602.,2.20,27
2017,64,4,4.9,3.0,-0.1,2.1,3.0,607.,2.26,27
2017,64,5,4.9,3.2,-3.0,-0.6,3.0,601.,2.20,27
2017,64,6,4.8,3.7,-1.8,0.8,2.5,599.,1.82,30
2017,64,7,5.4,5.0,0.1,1.8,2.2,612.,1.56,30
2017,64,8,4.3,3.8,0.2,0.6,2.6,643.,2.24,30
