YEAR,DOY,HR,Bt,Bx,By,Bz,SWPD,SWPS,Fp,Kp
2016,1,0,15.0,4.9,-1.5,-14.1,2.0,463.,0.88,60
2016,1,1,14.6,5.7,-2.2,-13.2,0.8,451.,0.33,60
2016,1,2,13.9,4.5,-1.8,-13.0,1.1,450.,0.45,60
2016,1,3,13.5,2.9,0.7,-13.1,1.7,434.,0.64,53
2016,1,4,13.1,3.0,0.3,-12.7,0.9,430.,0.33,53
2016,1,5,12.0,3.3,-2.8,-11.0,1.7,436.,0.65,53
2016,1,6,10.1,3.6,-8.5,-3.4,2.6,444.,1.22,50
2016,1,7,10.9,3.2,-5.1,-8.9,1.4,436.,0.51,50
2016,1,8,10.1,4.0,-4.7,-7.9,1.8,430.,0.63,50
2016,1,9,10.0,6.1,-6.7,-3.2,1.0,452.,0.48,33
2016,1,10,10.2,6.2,-7.9,0.8,0.6,435.,0.34,33
2016,1,11,9.5,3.1,-7.0,4.7,0.9,426.,0.39,33
2016,1,12,9.2,1.3,-6.1,5.7,1.6,411.,0.56,17
2016,1,13,9.6,5.4,-7.3,-0.8,1.2,414.,0.42,17
2016,1,14,9.1,6.5,-6.1,-0.7,1.0,408.,0.34,17
2016,1,15,9.1,7.1,-5.5,-1.0,1.6,418.,0.52,10
2016,1,16,8.9,6.8,-5.6,1.0,1.8,422.,0.60,10
2016,1,17,8.2,5.2,-6.1,-0.4,1.8,414.,0.56,10
2016,1,18,8.0,5.7,-5.6,0.1,1.7,409.,0.52,20
2016,1,19,7.2,5.3,-4.7,-0.2,3.3,423.,1.10,20
2016,1,20,5.6,4.4,-2.9,-0.0,6.9,429.,2.38,20
2016,1,21,4.9,4.5,0.2,0.1,8.8,445.,3.21,17
2016,1,22,5.4,4.3,-2.9,1.6,6.9,435.,2.39,17
2016,1,23,7.8,3.1,-6.5,2.1,3.5,438.,1.23,17
2016,2,0,6.8,3.8,-5.3,2.0,5.9,435.,2.07,30
2016,2,1,4.3,1.8,-1.3,0.1,11.4,446.,4.26,30
2016,2,2,9.8,6.0,-7.6,-1.1,1.8,439.,0.68,30
2016,2,3,9.6,5.1,-8.0,1.4,1.6,443.,0.63,23
2016,2,4,9.2,8.1,-2.2,0.5,2.6,414.,0.87,23
2016,2,5,8.7,6.9,-4.1,-1.3,4.2,430.,1.49,23
2016,2,6,7.4,4.5,-5.4,-1.8,8.0,456.,3.02,30
2016,2,7,6.3,2.8,-4.6,0.2,7.7,462.,3.05,30
2016,2,8,5.6,2.4,-4.2,-1.7,8.5,467.,3.47,30
2016,2,9,5.8,3.4,-3.6,-2.5,9.7,469.,4.05,23
2016,2,10,4.9,2.9,-3.5,-0.2,11.0,473.,4.70,23
2016,2,11,3.4,-0.2,0.3,0.9,8.5,488.,3.84,23
2016,2,12,5.5,0.0,-3.9,0.7,7.6,490.,3.43,23
2016,2,13,4.5,-2.7,0.8,-0.9,7.0,482.,3.18,23
2016,2,14,4.5,-1.6,-1.5,2.1,7.0,477.,3.19,23
2016,2,15,5.5,-3.7,2.0,-2.9,6.1,476.,2.76,17
2016,2,16,5.6,-5.2,-0.2,-0.4,5.9,473.,2.66,17
2016,2,17,5.8,-5.4,-0.1,0.9,5.5,468.,2.43,17
2016,2,18,5.8,-4.6,2.8,0.5,5.7,466.,2.56,17
2016,2,19,5.7,-4.9,1.5,0.4,5.4,460.,2.42,17
2016,2,20,5.8,-4.9,1.6,0.6,5.5,459.,2.46,17
2016,2,21,6.2,-5.6,0.2,2.0,6.0,456.,2.63,13
2016,2,22,6.7,-6.4,1.2,0.8,5.9,447.,2.50,13
2016,2,23,6.6,-6.2,1.3,-0.2,5.7,445.,2.43,13
2016,3,0,6.6,-6.1,1.3,-0.3,6.1,441.,2.45,3
2016,3,1,7.4,-6.3,2.9,2.0,6.3,448.,2.48,3
2016,3,2,7.3,-6.1,3.6,0.7,6.9,434.,2.60,3
2016,3,3,8.1,-7.4,2.4,1.9,6.4,427.,2.32,17
2016,3,4,8.2,-7.1,2.8,1.6,5.2,444.,2.04,17
2016,3,5,6.9,-3.3,3.3,-0.0,5.3,463.,2.37,17
2016,3,6,6.8,-2.9,3.9,-1.2,4.9,466.,2.19,20
2016,3,7,6.5,-4.2,3.6,-1.4,4.7,449.,1.95,20
2016,3,8,6.2,-6.1,0.7,0.5,4.2,450.,1.66,20
2016,3,9,6.0,-5.9,0.5,-0.5,4.0,447.,1.55,7
2016,3,10,5.9,-5.2,2.2,0.4,3.8,443.,1.47,7
2016,3,11,6.0,-4.5,3.3,-1.0,4.1,451.,1.63,7
2016,3,12,6.0,-5.1,2.1,0.7,4.0,455.,1.62,13
2016,3,13,5.3,-4.7,1.5,1.2,4.1,462.,1.87,13
2016,3,14,4.7,-3.2,2.6,-1.1,4.8,471.,2.28,13
2016,3,15,4.8,0.4,3.9,-0.7,5.4,486.,2.71,23
2016,3,16,4.6,-2.2,3.0,-0.7,5.8,468.,2.72,23
2016,3,17,4.2,-1.6,2.6,-0.4,5.4,466.,2.51,23
2016,3,18,4.5,1.1,3.4,-0.8,4.9,479.,2.39,17
2016,3,19,4.5,1.6,3.0,-1.6,4.6,480.,2.23,17
2016,3,20,4.3,2.7,2.0,-2.2,4.3,484.,2.15,17
2016,3,21,3.6,0.4,1.9,-1.1,4.4,467.,2.00,27
2016,3,22,4.7,-4.4,1.3,0.4,2.6,423.,0.90,27
2016,3,23,4.8,-4.3,1.8,0.8,2.4,418.,0.80,27
2016,4,0,4.7,-4.2,1.9,-0.2,2.3,413.,0.77,3
2016,4,1,4.3,-3.2,2.0,-1.4,2.8,422.,1.06,3
2016,4,2,4.0,-3.8,1.0,-0.4,2.8,419.,1.09,3
2016,4,3,4.2,-3.8,1.6,-0.4,2.6,419.,1.02,17
2016,4,4,4.3,-3.2,2.4,-0.2,3.0,427.,1.17,17
2016,4,5,4.2,-2.8,2.9,-0.5,3.6,431.,1.39,17
2016,4,6,4.1,-1.7,1.2,-2.6,4.8,447.,2.07,17
2016,4,7,3.9,-2.7,2.3,0.5,5.3,445.,2.31,17
2016,4,8,4.4,-3.1,2.5,1.1,5.0,448.,2.17,17
2016,4,9,4.8,-3.5,1.9,1.3,5.0,443.,2.12,7
2016,4,10,4.0,-2.1,-0.6,1.8,5.0,445.,2.12,7
2016,4,11,6.4,-5.3,0.6,3.4,5.6,449.,2.32,7
2016,4,12,5.9,-5.1,2.4,0.2,5.8,433.,2.28,7
2016,4,13,4.8,-2.4,-1.9,2.4,5.8,446.,2.28,7
2016,4,14,4.6,-1.9,-2.5,3.0,4.9,445.,1.87,7
2016,4,15,4.5,-2.7,-2.6,2.2,4.8,428.,1.74,20
2016,4,16,5.2,-3.8,-1.7,-0.2,5.3,424.,2.01,20
2016,4,17,4.8,-3.9,-1.8,0.4,5.7,421.,2.13,20
2016,4,18,5.2,-4.9,1.3,0.3,5.6,412.,2.04,17
2016,4,19,4.8,-4.0,-1.9,-0.6,6.2,416.,2.16,17
2016,4,20,5.5,-5.1,-1.6,-0.5,5.7,413.,1.98,17
2016,4,21,5.5,-5.4,0.7,0.7,5.4,409.,1.80,7
2016,4,22,5.2,-5.1,0.9,0.8,5.5,404.,1.81,7
2016,4,23,5.4,-4.9,1.8,1.2,5.8,400.,1.84,7
2016,5,0,4.9,-4.1,2.4,0.4,6.3,401.,2.04,3
2016,5,1,4.8,-3.5,2.8,0.5,7.5,404.,2.56,3
2016,5,2,6.6,-4.8,2.7,3.2,7.9,413.,2.62,3
2016,5,3,5.2,0.3,4.1,1.0,9.3,437.,3.32,10
2016,5,4,7.0,-2.6,6.1,2.0,9.6,417.,2.99,10
2016,5,5,6.7,-1.7,5.9,1.2,14.3,408.,4.48,10
2016,5,6,7.0,-2.8,5.3,3.0,15.6,399.,4.40,10
2016,5,7,7.1,-2.2,3.2,5.2,14.4,392.,3.96,10
2016,5,8,6.7,-3.3,5.0,-0.0,18.4,385.,4.92,10
2016,5,9,8.4,-5.0,5.5,0.3,18.8,387.,5.00,17
2016,5,10,10.0,-5.0,5.6,6.0,15.0,381.,3.88,17
2016,5,11,11.1,-2.5,4.9,7.4,9.1,408.,2.89,17
2016,5,12,10.7,-1.2,2.0,9.4,8.5,416.,2.83,10
2016,5,13,10.4,1.3,0.8,9.5,8.8,424.,2.94,10
2016,5,14,9.9,4.8,-1.7,7.2,11.1,472.,4.53,10
2016,5,15,10.3,5.0,-2.0,8.3,10.3,476.,4.33,20
2016,5,16,11.8,4.8,-2.2,10.2,11.7,466.,4.70,20
2016,5,17,13.6,-8.7,7.2,1.1,8.5,453.,3.31,20
2016,5,18,16.1,-11.0,11.6,0.7,4.6,469.,1.99,23
2016,5,19,14.3,-6.5,11.4,2.6,4.4,472.,2.19,23
2016,5,20,11.7,-2.5,9.9,5.3,6.7,466.,3.35,23
2016,5,21,12.1,-3.2,9.5,6.5,7.5,470.,3.54,20
2016,5,22,13.7,-4.9,10.7,6.0,6.8,482.,3.42,20
2016,5,23,13.7,-6.0,10.5,-1.2,9.2,480.,4.36,20
2016,6,0,12.3,-5.8,6.1,-8.6,10.7,504.,5.56,47
2016,6,1,10.2,-4.1,7.5,-2.0,8.5,524.,4.69,47
2016,6,2,5.8,-2.1,3.3,0.7,4.3,610.,3.25,47
2016,6,3,5.8,-1.2,-1.0,2.9,4.5,615.,3.56,27
2016,6,4,6.5,-4.6,-0.7,0.5,4.6,589.,3.36,27
2016,6,5,5.7,-3.4,2.2,-1.2,4.4,603.,3.30,27
2016,6,6,5.5,-2.5,1.9,-0.5,4.1,614.,3.19,30
2016,6,7,6.0,-3.7,0.7,-0.7,4.0,608.,3.07,30
2016,6,8,6.6,-4.4,2.4,-2.3,3.9,602.,2.88,30
2016,6,9,7.0,-4.7,2.7,-2.6,3.6,599.,2.55,33
2016,6,10,5.7,-3.4,3.1,0.1,3.1,609.,2.33,33
2016,6,11,5.5,-3.9,1.6,0.6,3.2,607.,2.40,33
2016,6,12,5.4,-2.7,-2.3,2.5,3.6,618.,2.69,27
2016,6,13,5.7,-4.1,2.4,1.5,2.6,569.,1.60,27
2016,6,14,5.6,-3.1,4.2,0.6,2.8,558.,1.71,27
2016,6,15,5.4,-0.6,1.3,3.3,3.9,557.,2.51,23
2016,6,16,5.1,-2.2,-0.0,2.9,4.4,543.,2.74,23
2016,6,17,4.7,-0.2,-3.4,1.3,4.2,550.,2.69,23
2016,6,18,4.3,-3.5,-0.4,0.5,4.2,537.,2.69,23
2016,6,19,4.2,-1.7,-0.3,0.0,4.4,551.,2.86,23
2016,6,20,5.3,-3.2,0.7,-2.9,4.2,549.,2.75,23
2016,6,21,5.5,-3.3,1.8,1.2,4.7,553.,3.01,33
2016,6,22,5.8,-4.0,3.2,-1.4,4.4,549.,2.83,33
2016,6,23,6.7,-4.5,2.6,1.8,4.2,558.,2.75,33
2016,7,0,7.3,-5.6,1.6,-1.0,4.8,554.,2.96,40
2016,7,1,7.0,-5.5,-0.1,-2.3,5.0,552.,3.13,40
2016,7,2,6.6,-1.5,-4.2,-2.5,5.2,577.,3.55,40
2016,7,3,5.5,-2.4,2.4,-0.4,4.6,580.,3.29,27
2016,7,4,4.9,-2.6,1.1,-1.4,4.0,584.,2.94,27
2016,7,5,4.8,-2.7,1.9,-0.9,4.0,578.,2.85,27
2016,7,6,5.1,-2.6,2.6,-2.0,4.0,575.,2.75,27
2016,7,7,5.5,-2.8,3.2,-0.1,3.9,566.,2.52,27
2016,7,8,5.1,-2.5,2.4,-0.2,3.8,569.,2.42,27
2016,7,9,4.7,-2.7,1.7,-0.8,4.0,567.,2.47,33
2016,7,10,5.3,-1.9,3.5,1.3,4.0,568.,2.44,33
2016,7,11,5.6,-2.8,3.3,-2.0,3.5,560.,2.08,33
2016,7,12,5.4,-3.3,3.2,0.1,3.4,555.,2.06,27
2016,7,13,5.1,-3.3,1.2,-0.7,3.6,558.,2.18,27
2016,7,14,4.8,-1.1,3.3,0.3,3.8,572.,2.42,27
2016,7,15,4.4,-3.5,1.2,-0.2,3.7,553.,2.29,27
2016,7,16,4.5,-2.8,2.9,0.0,3.9,556.,2.38,27
2016,7,17,4.6,-2.2,1.7,-0.5,3.7,561.,2.33,27
2016,7,18,5.5,0.6,5.0,-0.3,3.5,578.,2.32,23
2016,7,19,5.2,1.3,4.3,-0.8,3.6,580.,2.42,23
2016,7,20,4.9,1.1,4.2,0.4,3.4,575.,2.24,23
2016,7,21,4.9,-1.9,3.5,0.7,3.4,553.,2.09,13
2016,7,22,4.9,-1.4,3.6,-0.5,3.5,557.,2.15,13
2016,7,23,4.4,-3.8,1.0,0.3,3.8,533.,2.16,13
2016,8,0,4.4,-2.2,1.8,0.4,3.0,543.,1.78,10
2016,8,1,4.6,-2.4,2.9,0.3,3.2,543.,1.88,10
2016,8,2,4.7,-0.8,4.5,0.2,3.4,546.,1.99,10
2016,8,3,4.7,-0.8,4.3,0.4,3.5,544.,2.05,23
2016,8,4,4.9,-0.0,4.6,0.7,3.5,550.,2.08,23
2016,8,5,4.6,-2.8,-0.9,-0.4,3.6,539.,2.05,23
2016,8,6,4.9,-3.6,1.0,1.3,3.6,532.,2.04,17
2016,8,7,5.0,-3.1,-3.2,-1.8,3.5,529.,1.91,17
2016,8,8,4.8,-3.6,-1.9,-1.6,3.3,523.,1.78,17
2016,8,9,4.5,-3.2,-2.1,0.8,3.4,523.,1.84,23
2016,8,10,4.7,-4.0,-0.8,-1.4,3.3,513.,1.72,23
2016,8,11,4.4,-2.9,0.4,-2.0,3.0,509.,1.55,23
2016,8,12,4.4,-3.1,0.4,-1.7,3.2,508.,1.64,30
2016,8,13,4.5,-2.9,-1.0,-1.8,3.3,507.,1.68,30
2016,8,14,4.7,-0.2,4.3,0.2,3.4,516.,1.80,30
2016,8,15,4.7,-1.2,3.5,2.3,3.5,510.,1.81,13
2016,8,16,4.7,2.0,3.8,1.0,3.3,530.,1.85,13
2016,8,17,4.7,-2.3,3.3,0.6,3.4,492.,1.67,13
2016,8,18,4.4,-2.5,2.0,-0.6,3.6,486.,1.73,13
2016,8,19,4.4,-4.1,-0.1,-0.3,3.3,468.,1.51,13
2016,8,20,4.7,-1.7,3.0,0.4,3.6,484.,1.72,13
2016,8,21,4.6,-2.0,3.7,1.1,3.9,479.,1.82,13
2016,8,22,4.8,-2.4,2.6,-1.5,3.9,474.,1.79,13
2016,8,23,5.0,-4.6,0.7,-0.2,3.6,454.,1.59,13
2016,9,0,5.1,-1.5,3.4,-1.1,4.2,475.,1.95,17
2016,9,1,5.4,-1.1,3.3,2.2,4.4,472.,1.96,17
2016,9,2,5.6,-3.6,2.5,0.4,4.3,451.,1.81,17
2016,9,3,5.2,-2.5,2.7,1.3,4.3,455.,1.83,10
2016,9,4,5.4,-0.7,4.8,1.4,4.5,466.,1.95,10
2016,9,5,5.5,-2.1,4.4,0.9,4.9,454.,2.02,10
2016,9,6,5.4,-0.9,4.6,0.2,5.2,461.,2.21,13
2016,9,7,5.3,1.9,4.5,-0.1,5.1,486.,2.41,13
2016,9,8,5.4,1.6,4.8,0.6,4.7,479.,2.14,13
2016,9,9,5.2,-1.7,4.0,0.5,4.5,454.,1.86,10
2016,9,10,5.5,0.6,5.1,1.1,4.8,466.,2.05,10
2016,9,11,5.3,-2.1,4.2,-0.7,4.7,451.,1.88,10
2016,9,12,5.1,-1.9,3.2,-1.0,4.1,453.,1.68,20
2016,9,13,5.6,-3.5,0.5,-0.5,4.2,452.,1.68,20
2016,9,14,5.7,-5.2,1.0,-1.7,4.6,429.,1.65,20
2016,9,15,5.7,-5.0,2.1,0.2,4.5,427.,1.61,17
2016,9,16,5.6,-4.8,2.3,1.2,4.5,426.,1.61,17
2016,9,17,5.6,-5.3,0.9,1.1,4.3,418.,1.46,17
2016,9,18,5.6,-4.0,3.3,0.5,4.3,427.,1.53,10
2016,9,19,5.7,-1.9,4.7,1.7,4.9,443.,1.87,10
2016,9,20,6.0,-2.9,4.7,1.3,5.4,438.,2.03,10
2016,9,21,6.5,1.0,5.5,2.1,5.7,464.,2.39,13
2016,9,22,6.8,0.5,5.6,2.3,5.8,451.,2.33,13
2016,9,23,6.3,-1.3,4.0,-0.9,6.5,447.,2.58,13
2016,10,0,6.0,-3.3,-0.8,-3.9,7.2,443.,2.93,23
2016,10,1,5.4,-3.4,1.3,-2.5,6.7,440.,2.74,23
2016,10,2,6.2,0.1,5.4,2.3,7.1,447.,2.91,23
2016,10,3,6.5,0.4,6.2,-0.8,7.5,445.,3.03,17
2016,10,4,7.5,1.6,5.9,3.7,7.5,447.,3.00,17
2016,10,5,6.4,0.6,2.0,4.2,8.5,437.,3.21,17
2016,10,6,4.3,-2.3,-1.5,1.0,8.0,430.,3.04,10
2016,10,7,4.9,-3.0,-1.8,-2.0,7.4,426.,2.80,10
2016,10,8,4.5,-2.1,0.6,-1.6,7.3,440.,2.81,10
2016,10,9,5.4,-1.3,3.3,-3.2,7.2,445.,2.76,20
2016,10,10,5.3,-0.1,4.2,1.6,7.2,444.,2.77,20
2016,10,11,5.1,-2.6,2.6,-2.6,6.6,434.,2.43,20
2016,10,12,5.0,-3.0,2.4,1.1,6.0,430.,2.19,23
2016,10,13,5.9,0.6,4.2,2.5,5.2,445.,2.05,23
2016,10,14,4.2,-2.8,-0.1,-2.2,5.8,447.,2.36,23
2016,10,15,3.7,-1.3,2.7,0.6,5.8,451.,2.36,13
2016,10,16,3.4,-2.9,0.7,0.8,5.3,445.,2.11,13
2016,10,17,3.8,-1.6,2.5,-0.1,4.8,449.,1.98,13
2016,10,18,4.9,1.7,3.8,1.8,4.3,456.,1.85,23
2016,10,19,4.9,0.4,2.3,-1.6,4.6,451.,1.96,23
2016,10,20,4.3,0.3,1.2,-3.5,5.0,452.,2.09,23
2016,10,21,4.3,-2.7,1.9,-2.1,5.4,437.,2.06,27
2016,10,22,3.4,-0.9,2.0,0.3,6.4,439.,2.50,27
2016,10,23,2.6,1.6,0.8,-0.5,7.1,440.,2.79,27
2016,11,0,3.9,3.0,1.3,0.3,8.1,446.,3.22,13
2016,11,1,3.9,2.8,1.8,0.1,9.0,439.,3.64,13
2016,11,2,4.3,-1.5,2.8,-0.9,9.5,427.,3.59,13
2016,11,3,5.5,-4.4,2.3,-2.0,8.8,415.,2.97,27
2016,11,4,6.4,-4.9,1.9,-3.4,8.9,410.,2.80,27
2016,11,5,6.7,-2.6,0.8,-2.0,11.7,409.,3.58,27
2016,11,6,7.4,1.7,-5.3,-2.0,7.6,403.,2.23,23
2016,11,7,9.0,1.2,-8.3,-3.4,2.5,401.,0.71,23
2016,11,8,9.2,3.5,-8.2,-1.5,2.0,429.,0.68,23
2016,11,9,9.5,6.9,-6.2,0.4,1.3,433.,0.49,17
2016,11,10,8.8,7.4,-4.3,0.3,1.7,436.,0.65,17
2016,11,11,7.8,3.9,-6.4,-0.1,1.7,454.,0.69,17
2016,11,12,7.8,4.1,-4.1,-0.2,1.7,502.,0.85,20
2016,11,13,7.2,6.0,1.8,0.8,1.3,527.,0.85,20
2016,11,14,6.9,1.4,-2.4,-1.8,1.4,581.,0.92,20
2016,11,15,7.7,4.1,-4.6,-0.6,1.3,538.,0.70,30
2016,11,16,7.9,-2.1,-5.3,-3.1,2.2,597.,1.57,30
2016,11,17,8.7,5.8,-5.1,1.0,2.3,524.,1.13,30
2016,11,18,9.1,1.5,-7.3,-3.2,2.6,562.,1.58,40
2016,11,19,10.5,5.3,-6.7,4.4,2.2,567.,1.35,40
2016,11,20,10.0,1.5,-9.4,0.4,2.6,576.,1.55,40
2016,11,21,9.8,1.8,-8.8,-2.5,2.9,575.,1.71,37
2016,11,22,7.5,2.4,-5.8,-3.2,3.3,581.,2.23,37
2016,11,23,7.7,3.5,-5.8,-2.7,3.4,556.,2.10,37
2016,12,0,7.5,0.5,-3.7,-1.5,3.3,557.,1.96,40
2016,12,1,6.8,1.9,-5.0,2.1,3.5,542.,1.99,40
2016,12,2,6.3,3.7,1.6,2.4,3.4,554.,1.97,40
2016,12,3,7.2,4.5,-3.3,2.4,3.0,555.,1.78,20
2016,12,4,6.9,2.6,-2.3,3.1,2.5,572.,1.56,20
2016,12,5,7.3,4.0,-2.6,-0.3,2.8,573.,1.85,20
2016,12,6,6.3,4.4,2.7,-1.5,2.4,595.,1.70,27
2016,12,7,6.3,4.8,0.4,2.6,2.1,595.,1.40,27
2016,12,8,6.6,4.6,-1.0,3.7,2.1,606.,1.54,27
2016,12,9,7.1,5.3,1.0,4.1,2.2,598.,1.57,23
2016,12,10,7.5,6.8,-2.1,0.8,2.9,588.,2.01,23
2016,12,11,7.5,6.2,-3.2,0.1,3.0,552.,1.78,23
2016,12,12,8.0,4.8,1.2,4.7,3.3,537.,1.87,23
2016,12,13,8.4,2.6,-4.5,5.8,3.7,531.,1.99,23
2016,12,14,7.9,2.3,-3.3,3.5,4.1,523.,2.14,23
2016,12,15,7.7,2.6,-2.7,4.4,4.6,521.,2.41,20
2016,12,16,7.5,4.2,-2.9,2.8,4.6,531.,2.44,20
2016,12,17,8.1,4.8,-3.5,3.6,4.4,543.,2.39,20
2016,12,18,7.9,6.9,-1.7,1.9,2.4,537.,1.38,30
2016,12,19,7.3,4.1,-3.9,-0.4,3.2,551.,1.83,30
2016,12,20,6.8,3.1,0.8,1.5,3.2,553.,1.84,30
2016,12,21,6.5,4.6,-0.4,1.2,2.5,529.,1.33,30
2016,12,22,5.8,1.8,-1.9,2.8,4.1,559.,2.40,30
2016,12,23,6.6,3.6,-3.7,-1.5,4.3,547.,2.41,30
2016,13,0,7.5,3.3,-4.9,-0.6,4.5,543.,2.47,40
2016,13,1,7.8,2.7,-6.5,-0.5,4.2,548.,2.35,40
2016,13,2,7.4,0.4,-5.2,1.8,4.1,571.,2.54,40
2016,13,3,7.0,0.9,-4.7,0.7,3.8,565.,2.39,40
2016,13,4,7.4,1.4,-6.2,2.3,3.4,564.,2.12,40
2016,13,5,6.6,1.3,-5.6,2.2,3.2,559.,1.93,40
2016,13,6,5.6,3.7,-2.3,0.0,2.7,534.,1.47,20
2016,13,7,5.5,1.0,-3.3,0.4,2.9,571.,1.76,20
2016,13,8,5.5,1.3,-4.6,-0.8,2.8,564.,1.66,20
2016,13,9,5.0,1.2,-3.3,1.6,2.6,566.,1.55,17
2016,13,10,5.4,4.4,-0.9,-1.7,2.4,539.,1.31,17
2016,13,11,5.7,5.2,-1.2,-0.3,2.4,536.,1.29,17
2016,13,12,6.0,4.7,0.4,-2.4,2.6,544.,1.44,23
2016,13,13,5.9,4.8,1.0,-2.1,2.6,540.,1.43,23
2016,13,14,5.8,4.8,-1.0,-1.0,2.7,530.,1.44,23
2016,13,15,5.9,3.1,-4.2,-0.8,3.0,545.,1.69,23
2016,13,16,5.9,4.4,-0.3,-2.9,2.7,529.,1.44,23
2016,13,17,5.8,4.8,-0.6,-1.7,2.4,520.,1.24,23
2016,13,18,5.9,3.1,-2.2,3.6,2.8,542.,1.58,30
2016,13,19,5.8,4.1,-1.9,2.0,2.7,525.,1.43,30
2016,13,20,5.9,4.4,-0.8,0.8,2.7,520.,1.40,30
2016,13,21,5.9,4.7,-1.3,-1.2,2.8,518.,1.47,10
2016,13,22,5.8,4.5,1.2,1.5,2.7,518.,1.41,10
2016,13,23,5.7,5.2,0.3,-1.0,2.3,496.,1.07,10
2016,14,0,5.8,5.0,-1.2,-0.1,2.5,502.,1.20,13
2016,14,1,5.8,4.3,-1.3,2.2,2.7,510.,1.36,13
2016,14,2,5.6,2.2,-2.9,-2.0,2.7,532.,1.49,13
2016,14,3,5.6,3.6,-1.9,-1.0,2.6,514.,1.33,20
2016,14,4,5.2,2.1,-0.6,1.7,2.8,525.,1.49,20
2016,14,5,5.5,4.7,-1.1,0.5,2.4,490.,1.09,20
2016,14,6,5.5,3.1,-3.1,1.4,2.8,506.,1.37,23
2016,14,7,5.5,3.3,-2.1,-2.1,2.6,501.,1.24,23
2016,14,8,5.4,-0.1,-4.1,-2.9,2.6,535.,1.42,23
2016,14,9,4.9,2.2,-0.8,1.0,2.7,507.,1.35,20
2016,14,10,4.7,2.8,1.3,2.2,2.9,493.,1.36,20
2016,14,11,4.7,0.3,-3.2,-1.1,2.8,507.,1.37,20
2016,14,12,4.5,3.0,-1.4,-0.5,2.8,480.,1.23,17
2016,14,13,4.3,4.1,-0.7,0.9,2.3,454.,0.91,17
2016,14,14,4.6,2.8,-2.5,-1.8,2.6,470.,1.10,17
2016,14,15,4.6,0.5,-2.7,-2.7,2.5,493.,1.15,17
2016,14,16,4.5,1.9,-2.6,-1.7,2.7,470.,1.15,17
2016,14,17,4.5,1.1,-2.1,-2.6,3.0,476.,1.30,17
2016,14,18,4.2,-1.7,-1.4,2.9,2.8,494.,1.37,17
2016,14,19,4.4,-2.7,-2.8,0.6,2.7,498.,1.34,17
2016,14,20,4.3,0.6,-3.7,-1.0,2.7,464.,1.16,17
2016,14,21,4.1,0.9,-3.4,0.0,2.7,459.,1.14,27
2016,14,22,3.8,1.5,-1.6,0.0,2.8,455.,1.16,27
2016,14,23,4.2,-0.1,-2.8,2.1,2.6,463.,1.11,27
2016,15,0,4.0,0.9,-3.2,-0.3,2.7,454.,1.08,20
2016,15,1,4.3,1.2,-2.5,-2.7,2.7,448.,1.04,20
2016,15,2,4.0,0.9,-0.1,2.3,2.7,445.,1.03,20
2016,15,3,3.8,2.5,0.0,2.1,2.5,425.,0.88,20
2016,15,4,3.8,3.0,-0.5,1.5,2.3,411.,0.75,20
2016,15,5,3.9,3.4,-0.3,1.3,2.3,406.,0.72,20
2016,15,6,4.0,3.4,-0.2,1.0,2.3,409.,0.74,10
2016,15,7,4.0,3.4,-0.6,-0.6,2.0,399.,0.62,10
2016,15,8,4.1,3.3,-1.0,-0.2,2.2,398.,0.67,10
2016,15,9,4.0,3.1,-1.0,-0.7,2.5,401.,0.78,7
2016,15,10,3.8,1.3,-2.8,-1.4,2.9,417.,0.99,7
2016,15,11,3.8,2.3,-2.4,-1.3,2.8,404.,0.89,7
2016,15,12,3.7,2.0,-2.5,0.4,2.6,401.,0.82,7
2016,15,13,3.9,2.7,-2.0,-0.3,2.4,393.,0.72,7
2016,15,14,3.6,1.9,-2.1,-1.1,2.8,399.,0.86,7
2016,15,15,3.8,2.0,2.2,1.9,2.8,398.,0.84,10
2016,15,16,3.9,2.1,-0.5,0.7,2.7,392.,0.80,10
2016,15,17,4.0,0.1,-3.3,-1.2,3.0,406.,0.94,10
2016,15,18,4.0,3.5,-1.1,1.0,2.4,370.,0.64,10
2016,15,19,3.9,3.7,-0.4,-0.6,2.0,362.,0.52,10
2016,15,20,3.9,3.7,-0.6,-0.5,2.1,362.,0.54,10
2016,15,21,4.0,3.4,-0.7,-1.3,2.4,366.,0.63,10
2016,15,22,4.0,1.8,-2.0,-0.9,3.0,381.,0.83,10
2016,15,23,4.1,3.3,-0.5,0.1,2.7,366.,0.71,10
2016,16,0,4.1,3.2,-0.8,0.9,2.8,366.,0.73,0
2016,16,1,4.4,3.3,-1.2,2.0,3.5,370.,0.91,0
2016,16,2,4.9,3.7,-0.9,2.6,4.0,370.,1.04,0
2016,16,3,5.0,3.8,2.1,1.5,4.4,372.,1.15,10
2016,16,4,5.0,4.1,-1.3,1.7,4.1,363.,1.02,10
2016,16,5,5.0,0.8,-4.6,0.4,5.2,387.,1.43,10
2016,16,6,5.1,0.6,-5.0,-0.1,5.6,386.,1.53,7
2016,16,7,5.3,0.4,-5.1,-1.0,6.2,386.,1.68,7
2016,16,8,5.0,0.8,-4.6,0.6,6.4,379.,1.68,7
2016,16,9,4.9,0.1,-4.0,1.0,7.6,376.,1.97,13
2016,16,10,5.1,-1.1,-4.6,1.2,9.5,381.,2.61,13
2016,16,11,4.7,-1.3,-3.9,1.7,11.7,383.,3.21,13
